# Coil O-Beam err ps_pos
-1.7500000 43.0687904 10.6770783 109.2001950
-1.5000000 163.6711295 16.9115345 109.2001950
-1.2500000 577.0003981 30.3973683 109.2001950
-1.0000000 1177.1595017 42.6145515 109.2001950
-0.7500000 1555.9730998 49.1528229 109.2001950
-0.5000000 1753.8985900 51.5751878 109.2001950
-0.2500000 1404.6951010 46.4758002 109.2001950
0.0000000 897.1475356 37.0944740 109.2001950
0.2500000 345.6985829 23.5159520 109.2001950
0.5000000 62.1056589 11.4455231 109.2001950
0.7500000 186.0046958 17.7482393 109.2001950
1.0000000 613.7789494 31.1929479 109.2001950
1.2500000 1233.1547343 43.4050688 109.2001950
1.5000000 1578.8543801 49.4469413 109.2001950
1.7500000 1776.5555420 51.7687164 109.2001950
