# Coil_pos O-Beam err ps_pos
0.0000000 814.3401782 28.8790582 109.1254880
5.0000000 1313.4299916 36.6878727 109.1254880
10.0000000 1623.4978181 40.7921561 109.1254880
15.0000000 1933.8224941 44.4297198 109.1254880
20.0000000 1671.2698117 41.2674206 109.1254880
25.0000000 1073.3479950 33.0454233 109.1254880
30.0000000 550.6510573 23.6008474 109.1254880
35.0000000 163.0934153 12.7671453 109.1254880
40.0000000 125.0120612 11.2694277 109.1254880
45.0000000 473.2673420 22.0227155 109.1254880
50.0000000 1064.8873263 33.0151480 109.1254880
55.0000000 1454.4027662 38.6134692 109.1254880
60.0000000 1699.5609095 41.7252921 109.1254880
65.0000000 1795.3631820 42.8135493 109.1254880
70.0000000 1409.2378797 37.8945906 109.1254880
75.0000000 794.6898466 28.4253408 109.1254880
80.0000000 371.1585894 19.3390796 109.1254880
85.0000000 99.3167573 9.9498744 109.1254880
90.0000000 250.8588928 16.0000000 109.1254880
95.0000000 698.0410541 26.7394839 109.1254880
