# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.098389 20.0 1409 9766 5 22 3795095795 11175 0.000000 0.000000
-1.900635 20.0 2889 8351 2 19 3795095821 11240 0.000000 0.000000
-1.680908 20.0 4661 6417 2 22 3795095847 11078 0.000000 0.000000
-1.472168 20.0 6257 4843 4 22 3795095873 11100 0.000000 0.000000
-1.274414 20.0 6815 4153 3 21 3795095899 10968 0.000000 0.000000
-1.054688 20.0 6121 4809 2 13 3795095925 10930 0.000000 0.000000
-0.845947 20.0 4480 6558 1 11 3795095952 11038 0.000000 0.000000
-0.637207 20.0 2577 8855 1 14 3795095978 11432 0.000000 0.000000
-0.428467 20.0 1203 10319 1 23 3795096004 11522 0.000000 0.000000
-0.219727 20.0 806 10459 4 14 3795096030 11265 0.000000 0.000000
-0.010986 20.0 1797 9590 3 17 3795096056 11387 0.000000 0.000000
0.208740 20.0 3280 7817 3 28 3795096083 11097 0.000000 0.000000
0.406494 20.0 4946 6088 7 18 3795096109 11034 0.000000 0.000000
0.626221 20.0 6385 4618 1 19 3795096135 11003 0.000000 0.000000
0.823975 20.0 6737 4193 4 22 3795096161 10930 0.000000 0.000000
1.054688 20.0 5911 5365 6 23 3795096188 11276 0.000000 0.000000
1.252441 20.0 4239 6871 5 23 3795096214 11110 0.000000 0.000000
1.472168 20.0 2287 8773 2 16 3795096240 11060 0.000000 0.000000
1.669922 20.0 1113 10065 2 19 3795096266 11178 0.000000 0.000000
1.889648 20.0 908 10442 3 16 3795096292 11350 0.000000 0.000000
2.087402 20.0 1588 9521 3 20 3795096318 11109 0.000000 0.000000
2.296143 20.0 3457 7621 3 15 3795096345 11078 0.000000 0.000000
