# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 30.0 716 9636 186332 1897 3782810458 10352 0.000000 0.000000
-1.801758 30.0 1031 8258 188176 2717 3782810495 9289 0.000000 0.000000
-1.614990 30.0 1295 7044 189066 3279 3782810531 8339 0.000000 0.000000
-1.406250 30.0 1515 6296 188606 4035 3782810567 7811 0.000000 0.000000
-1.197510 30.0 1515 6523 188910 3855 3782810603 8038 0.000000 0.000000
-1.010742 30.0 1267 7107 188808 3210 3782810639 8374 0.000000 0.000000
-0.812988 30.0 945 8660 188346 2425 3782810676 9605 0.000000 0.000000
-0.604248 30.0 616 10297 188405 1478 3782810712 10913 0.000000 0.000000
-0.395508 30.0 389 11222 188266 904 3782810748 11611 0.000000 0.000000
-0.197754 30.0 434 10873 189125 986 3782810785 11307 0.000000 0.000000
0.010986 30.0 621 9954 188049 1590 3782810821 10575 0.000000 0.000000
0.197754 30.0 888 8768 187064 2408 3782810857 9656 0.000000 0.000000
0.384522 30.0 1204 7284 186883 3258 3782810893 8488 0.000000 0.000000
0.593262 30.0 1492 6315 187058 3926 3782810929 7807 0.000000 0.000000
0.802002 30.0 1479 6253 186425 3798 3782810966 7732 0.000000 0.000000
0.988769 30.0 1402 6756 186491 3481 3782811002 8158 0.000000 0.000000
1.186523 30.0 1070 8086 186608 2741 3782811038 9156 0.000000 0.000000
1.395264 30.0 699 9867 186876 1731 3782811075 10566 0.000000 0.000000
1.614990 30.0 472 10883 186916 1052 3782811111 11355 0.000000 0.000000
1.790771 30.0 455 10991 187143 1023 3782811147 11446 0.000000 0.000000
1.999512 30.0 548 10473 186711 1271 3782811184 11021 0.000000 0.000000
