# Coil_pos O-Beam err ps_pos
0.0000000 612.7243372 32.1247568 109.7250980
5.0000000 970.4124148 39.8120585 109.7250980
10.0000000 1127.7566023 43.0116263 109.7250980
15.0000000 1072.3317801 42.0713679 109.7250980
20.0000000 756.9625977 36.1662826 109.7250980
25.0000000 470.9365772 28.5306852 109.7250980
30.0000000 165.1421092 18.0277564 109.7250980
35.0000000 11.7229583 9.4339811 109.7250980
40.0000000 83.4865305 14.5945195 109.7250980
45.0000000 314.0613146 24.6779254 109.7250980
50.0000000 636.9416076 33.7934905 109.7250980
55.0000000 1011.1274572 41.0365691 109.7250980
60.0000000 1051.1022986 42.1900462 109.7250980
65.0000000 1006.0633441 40.6939799 109.7250980
70.0000000 662.3167794 33.6303434 109.7250980
75.0000000 332.8146342 24.3515913 109.7250980
80.0000000 120.2283889 15.1986842 109.7250980
85.0000000 30.6932905 10.6301458 109.7250980
90.0000000 193.4234488 19.4935887 109.7250980
95.0000000 602.5917832 31.3528308 109.7250980
