# Coil_pos O-Beam err ps_pos
0.0000000 693.3608247 33.4215499 108.0747070
5.0000000 997.1600980 40.2367991 108.0747070
10.0000000 1065.7209223 42.3910368 108.0747070
15.0000000 1050.3565792 41.9165838 108.0747070
20.0000000 870.8666770 37.8021163 108.0747070
25.0000000 464.7606219 28.4956137 108.0747070
30.0000000 132.7177932 17.1464282 108.0747070
35.0000000 14.7426392 9.5916630 108.0747070
40.0000000 136.0446794 16.3095064 108.0747070
45.0000000 389.4434996 26.2106848 108.0747070
50.0000000 777.3343548 35.8887169 108.0747070
55.0000000 1049.9550689 41.6052881 108.0747070
60.0000000 1158.8511713 43.5545635 108.0747070
65.0000000 965.6665263 40.2988834 108.0747070
70.0000000 623.3535925 33.1360831 108.0747070
75.0000000 266.8567552 23.0217289 108.0747070
80.0000000 77.6031472 13.7477271 108.0747070
85.0000000 26.7621871 10.4403065 108.0747070
90.0000000 226.2605770 20.3469899 108.0747070
95.0000000 575.7812499 30.9838668 108.0747070
