# Coil_pos O-Beam err ps_pos
0.0000000 419.3354929 28.2134720 109.5000000
5.0000000 673.2337081 34.8855271 109.5000000
10.0000000 787.9930328 37.7094153 109.5000000
15.0000000 800.9776112 37.5632799 109.5000000
20.0000000 507.2566306 31.4483704 109.5000000
25.0000000 330.7161734 25.1594913 109.5000000
30.0000000 122.0510307 16.3707055 109.5000000
35.0000000 -1.4692325 8.7177979 109.5000000
40.0000000 56.8013544 13.4907376 109.5000000
45.0000000 251.6251509 22.8254244 109.5000000
50.0000000 445.6983024 29.9332591 109.5000000
55.0000000 656.9335557 35.3553391 109.5000000
60.0000000 701.4426426 36.6060104 109.5000000
65.0000000 696.0610719 35.5527777 109.5000000
70.0000000 494.5492887 30.0832179 109.5000000
75.0000000 278.6993097 22.5831796 109.5000000
80.0000000 25.3340834 11.4017543 109.5000000
85.0000000 3.0204919 9.2736185 109.5000000
90.0000000 117.7792797 17.1172428 109.5000000
95.0000000 331.8029131 25.9807621 109.5000000
