*Begin rocking: 06/04/2024 00:23:10
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9324900	3	60	325	1	3	385
         1	0.9325500	3	114	318	1	5	432
         2	0.9326000	3	196	335	0	6	531
         3	0.9326500	3	339	348	3	6	687
         4	0.9327000	3	462	366	0	4	828
         5	0.9327500	3	549	449	0	4	998
         6	0.9328100	3	692	450	0	1	1142
         7	0.9328600	3	713	462	0	4	1175
         8	0.9329100	3	689	458	1	2	1147
         9	0.9329500	3	634	520	0	3	1154
        10	0.9330100	3	488	511	0	2	999
        11	0.9330500	3	345	481	1	2	826
        12	0.9331000	3	290	438	1	2	728
        13	0.9331600	3	154	409	2	1	563
        14	0.9332000	3	104	329	0	0	433
        15	0.9332500	3	43	301	0	1	344
        16	0.9333100	3	25	276	1	2	301
        17	0.9333500	3	18	208	2	2	226
        18	0.9334100	3	15	183	1	3	198
        19	0.9334500	3	6	170	1	1	176
        20	0.9335100	3	7	163	4	4	170
        21	0.9335500	3	7	111	2	2	118
        22	0.9336200	3	7	101	1	4	108
        23	0.9336500	3	7	79	1	2	86
        24	0.9337000	3	1	91	0	4	92
*stopped by user: 06/04/2024 00:25:08
