*Begin rocking: 02/04/2024 16:36:53
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9325000	2	4	149	0	3	153
         1	0.9325400	2	12	165	0	6	177
         2	0.9326000	2	16	194	0	1	210
         3	0.9326600	2	26	224	1	3	250
         4	0.9326900	2	42	223	0	6	265
         5	0.9327500	2	74	258	0	3	332
         6	0.9328000	2	94	257	1	2	351
         7	0.9328600	2	116	294	0	3	410
         8	0.9329000	2	172	257	0	4	429
         9	0.9329500	2	178	300	1	6	478
        10	0.9330000	2	186	298	1	2	484
        11	0.9330500	2	204	277	0	2	481
        12	0.9331500	2	176	306	0	2	482
        13	0.9331500	2	175	267	0	4	442
        14	0.9332000	2	141	295	0	1	436
        15	0.9332500	2	147	281	0	0	428
        16	0.9333200	2	91	233	1	1	324
        17	0.9333500	2	61	206	0	4	267
        18	0.9334000	2	45	218	0	1	263
        19	0.9334500	2	18	161	0	2	179
        20	0.9335100	2	15	156	1	2	171
        21	0.9335400	2	14	119	0	3	133
        22	0.9336000	2	10	111	0	5	121
*stopped by user: 02/04/2024 16:38:19
