*Begin rocking: 06/04/2024 20:00:21
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9315100	2	60	194	0	1	254
         1	0.9315700	2	70	173	0	0	243
         2	0.9316000	2	55	103	0	1	158
         3	0.9316500	2	37	86	0	2	123
         4	0.9317000	2	31	35	0	0	66
         5	0.9317500	2	18	16	0	4	34
         6	0.9317900	2	12	5	1	1	17
         7	0.9318600	2	15	14	1	3	29
         8	0.9319200	2	7	6	0	1	13
         9	0.9319500	2	3	1	0	1	4
        10	0.9320100	2	5	1	0	3	6
        11	0.9320600	2	3	1	1	2	4
        12	0.9321100	2	4	0	0	2	4
        13	0.9321500	2	2	0	1	4	2
        14	0.9322000	2	12	1	1	4	13
        15	0.9322500	2	3	17	0	1	20
        16	0.9323000	2	5	6	1	3	11
        17	0.9323500	2	3	0	0	1	3
*stopped by user: 06/04/2024 20:01:29
