*Begin rocking: 29/03/2024 08:32:25
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9315100	2	547	422	0	0	969
         1	0.9315500	2	432	446	1	0	878
         2	0.9316000	2	394	311	4	0	705
         3	0.9316500	2	279	244	2	0	523
         4	0.9317000	2	179	219	3	1	398
         5	0.9317400	2	128	255	7	0	383
         6	0.9318000	2	74	230	1	0	304
         7	0.9318600	2	65	201	6	0	266
         8	0.9319100	2	44	164	2	0	208
         9	0.9319700	2	11	157	1	0	168
        10	0.9320000	2	10	130	5	1	140
        11	0.9320600	2	6	135	6	0	141
        12	0.9321100	2	15	142	4	1	157
        13	0.9321700	2	20	152	1	0	172
        14	0.9322100	2	39	157	6	1	196
        15	0.9322600	2	34	160	2	1	194
        16	0.9323000	2	14	147	1	0	161
        17	0.9323600	2	6	166	3	0	172
        18	0.9324100	2	20	154	2	0	174
        19	0.9324400	2	21	184	3	0	205
        20	0.9325000	2	28	205	2	0	233
        21	0.9325700	2	91	283	3	0	374
        22	0.9325900	2	102	266	1	1	368
        23	0.9326500	2	185	377	3	1	562
        24	0.9327100	2	287	413	3	0	700
        25	0.9327500	2	343	525	4	0	868
        26	0.9328000	2	534	470	0	0	1004
        27	0.9328600	2	529	471	0	0	1000
        28	0.9329000	2	539	441	5	0	980
        29	0.9329400	2	554	458	4	0	1012
        30	0.9330000	2	458	362	0	0	820
        31	0.9330500	2	361	314	1	0	675
        32	0.9331100	2	291	237	1	0	528
        33	0.9331500	2	193	193	2	1	386
        34	0.9332000	2	129	195	2	0	324
        35	0.9332600	2	57	177	4	0	234
        36	0.9333100	2	40	172	3	1	212
        37	0.9333500	2	24	137	2	1	161
        38	0.9334100	2	8	111	2	0	119
        39	0.9334600	2	11	110	2	1	121
        40	0.9335100	2	13	92	1	0	105
        41	0.9335500	2	6	81	1	0	87
        42	0.9336100	2	1	67	2	0	68
        43	0.9336500	2	2	65	1	1	67
        44	0.9337000	2	5	57	3	0	62
        45	0.9337600	2	3	45	4	0	48
        46	0.9338000	2	2	56	3	1	58
        47	0.9338600	2	2	36	1	1	38
        48	0.9339100	2	2	31	2	1	33
        49	0.9339500	2	0	28	1	1	28
        50	0.9340100	2	2	35	3	1	37
        51	0.9340500	2	1	39	4	0	40
        52	0.9341000	2	2	26	1	0	28
        53	0.9341500	2	1	25	5	0	26
        54	0.9342100	2	1	25	3	0	26
        55	0.9342500	2	0	16	5	1	16
*stopped by user: 29/03/2024 08:35:57
