*Begin rocking: 29/03/2024 08:28:03
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9315200	2	306	643	2	2	949
         1	0.9315700	2	261	497	2	0	758
         2	0.9316000	2	243	476	0	0	719
         3	0.9316400	2	144	344	6	0	488
         4	0.9317100	2	82	287	3	0	369
         5	0.9317600	2	57	247	2	1	304
         6	0.9318000	2	95	224	4	0	319
         7	0.9318700	2	54	247	0	0	301
         8	0.9319000	2	42	185	2	0	227
         9	0.9319400	2	17	165	2	1	182
        10	0.9320100	2	7	134	2	1	141
        11	0.9320400	2	13	123	3	1	136
        12	0.9321000	2	10	133	3	2	143
        13	0.9321500	2	20	121	1	1	141
        14	0.9321900	2	25	172	4	0	197
        15	0.9322400	2	34	146	4	0	180
        16	0.9323000	2	15	148	6	0	163
        17	0.9323600	2	11	155	1	0	166
        18	0.9324000	2	12	199	3	0	211
        19	0.9324600	2	18	192	2	1	210
        20	0.9325000	2	40	213	3	0	253
        21	0.9325600	2	62	238	1	1	300
        22	0.9325900	2	115	272	5	0	387
        23	0.9326600	2	154	388	3	0	542
        24	0.9327100	2	237	413	5	0	650
        25	0.9327600	2	326	526	2	3	852
        26	0.9328000	2	460	586	4	2	1046
        27	0.9328600	2	485	547	3	0	1032
        28	0.9329000	2	471	585	3	0	1056
        29	0.9329600	2	450	544	2	0	994
        30	0.9330000	2	363	561	1	2	924
        31	0.9330700	2	248	392	3	1	640
        32	0.9331100	2	201	290	2	0	491
        33	0.9331600	2	162	243	3	0	405
        34	0.9332000	2	97	206	8	0	303
        35	0.9332700	2	45	190	1	0	235
        36	0.9333000	2	44	159	3	3	203
        37	0.9333600	2	23	138	1	0	161
        38	0.9334000	2	2	130	3	0	132
        39	0.9334600	2	9	84	2	1	93
        40	0.9335100	2	2	97	4	1	99
        41	0.9335500	2	5	67	2	0	72
        42	0.9336100	2	4	69	5	1	73
        43	0.9336500	2	4	67	1	0	71
        44	0.9336900	2	0	58	5	0	58
        45	0.9337500	2	1	53	2	0	54
        46	0.9338000	2	0	45	2	0	45
        47	0.9338600	2	1	45	3	0	46
        48	0.9339100	2	3	24	3	0	27
        49	0.9339500	2	1	34	0	0	35
        50	0.9340100	2	1	42	2	0	43
        51	0.9340600	2	2	16	6	0	18
        52	0.9341100	2	0	31	1	4	31
        53	0.9341400	2	0	27	2	0	27
        54	0.9341900	2	0	27	2	0	27
        55	0.9342600	2	2	19	2	0	21
        56	0.9343000	2	0	20	3	1	20
        57	0.9343400	2	1	15	2	0	16
        58	0.9344100	2	0	25	3	0	25
        59	0.9344500	2	2	21	2	0	23
        60	0.9345000	2	1	15	4	0	16
        61	0.9345500	2	0	15	4	0	15
        62	0.9346100	2	0	23	1	0	23
        63	0.9346600	2	0	8	2	0	8
        64	0.9347000	2	0	21	3	0	21
*stopped by user: 29/03/2024 08:32:10
