*Begin rocking: 05/04/2024 13:56:52
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9324600	3	31	287	0	2	318
         1	0.9325600	3	59	375	0	3	434
         2	0.9326000	3	53	464	1	4	517
         3	0.9326500	3	72	600	0	0	672
         4	0.9326900	3	92	717	0	1	809
         5	0.9327500	3	101	976	0	5	1077
         6	0.9328100	3	157	1327	2	5	1484
         7	0.9328500	3	160	1420	1	4	1580
         8	0.9329100	3	156	1529	1	2	1685
         9	0.9329500	3	234	1533	1	2	1767
        10	0.9330000	3	265	1298	1	4	1563
        11	0.9330500	3	265	1186	0	0	1451
        12	0.9331100	3	240	860	1	3	1100
        13	0.9331500	3	218	632	0	3	850
        14	0.9332000	3	205	418	0	1	623
        15	0.9332500	3	131	379	0	4	510
        16	0.9333100	3	86	260	2	4	346
        17	0.9333500	3	65	257	1	3	322
        18	0.9334200	3	27	212	0	4	239
        19	0.9334600	3	13	171	2	3	184
        20	0.9335100	3	14	165	0	1	179
        21	0.9335500	3	11	151	0	5	162
        22	0.9336100	3	7	126	0	2	133
        23	0.9336500	3	6	112	0	3	118
        24	0.9337000	3	5	86	3	4	91
        25	0.9337600	3	3	94	0	2	97
        26	0.9338000	3	3	69	0	2	72
        27	0.9338600	3	2	92	0	3	94
        28	0.9339000	3	1	69	1	2	70
*stopped by user: 05/04/2024 13:59:11
