*Begin rocking: 05/04/2024 14:24:54
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9324700	3	39	279	1	5	318
         1	0.9325500	3	49	391	0	3	440
         2	0.9326000	3	84	475	0	3	559
         3	0.9326500	3	62	557	0	3	619
         4	0.9327000	3	92	783	0	6	875
         5	0.9327600	3	110	1028	0	4	1138
         6	0.9328000	3	117	1283	0	1	1400
         7	0.9328600	3	132	1412	0	1	1544
         8	0.9329100	3	196	1549	0	2	1745
         9	0.9329500	3	218	1532	1	2	1750
        10	0.9329900	3	231	1301	0	2	1532
        11	0.9330500	3	255	1107	0	3	1362
        12	0.9331100	3	281	837	0	4	1118
        13	0.9331500	3	227	549	0	3	776
        14	0.9332000	3	186	420	0	1	606
        15	0.9332600	3	123	330	0	5	453
        16	0.9333100	3	107	317	3	0	424
        17	0.9333600	3	46	242	2	5	288
        18	0.9334100	3	59	223	1	3	282
        19	0.9334600	3	17	157	0	3	174
        20	0.9335100	3	17	170	1	2	187
        21	0.9335500	3	11	141	1	2	152
        22	0.9336000	3	5	128	0	6	133
        23	0.9336500	3	3	107	0	4	110
*stopped by user: 05/04/2024 14:26:47
