*Begin rocking: 07/04/2024 14:22:40
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9325000	4	14	117	0	2	131
         1	0.9325600	4	23	151	1	1	174
         2	0.9326000	4	33	138	0	5	171
         3	0.9326400	4	53	173	1	5	226
         4	0.9327000	4	79	200	1	3	279
         5	0.9327500	4	106	164	0	6	270
         6	0.9328000	4	131	176	1	7	307
         7	0.9328400	4	140	188	2	4	328
         8	0.9329200	4	142	170	0	3	312
         9	0.9329500	4	116	159	1	6	275
        10	0.9330000	4	97	192	2	5	289
        11	0.9330500	4	98	176	2	4	274
        12	0.9331000	4	83	161	0	2	244
        13	0.9331600	4	47	157	0	2	204
        14	0.9332000	4	24	123	0	4	147
        15	0.9332700	4	25	143	0	3	168
        16	0.9333000	4	13	101	0	5	114
        17	0.9333500	4	15	92	0	2	107
        18	0.9334100	4	6	73	1	2	79
        19	0.9334600	4	5	76	4	6	81
        20	0.9335100	4	1	67	1	5	68
        21	0.9335500	4	0	67	1	5	67
        22	0.9335900	4	4	47	1	5	51
        23	0.9336500	4	1	42	0	2	43
        24	0.9337100	4	1	37	0	3	38
        25	0.9337500	4	2	31	0	3	33
        26	0.9338000	4	2	36	0	2	38
        27	0.9338500	4	0	26	0	0	26
        28	0.9339100	4	2	20	0	3	22
        29	0.9339600	4	0	27	0	4	27
        30	0.9340100	4	1	20	2	2	21
        31	0.9340600	4	0	13	0	4	13
        32	0.9341000	4	0	9	0	4	9
        33	0.9341500	4	0	21	0	6	21
        34	0.9342100	4	0	11	0	8	11
        35	0.9342700	4	0	23	2	3	23
        36	0.9343100	4	1	21	2	4	22
        37	0.9343500	4	0	14	0	4	14
        38	0.9344000	4	0	15	0	1	15
        39	0.9344500	4	0	19	1	7	19
        40	0.9345100	4	0	8	0	6	8
        41	0.9345600	4	0	11	0	2	11
        42	0.9346000	4	1	13	0	9	14
        43	0.9346400	4	0	10	0	4	10
        44	0.9347100	4	0	18	2	6	18
        45	0.9347600	4	0	13	0	6	13
        46	0.9348100	4	0	11	0	6	11
        47	0.9348500	4	0	6	0	1	6
        48	0.9349100	4	0	5	0	4	5
        49	0.9349600	4	0	9	1	4	9
        50	0.9350000	4	1	9	0	2	10
        51	0.9350600	4	1	8	0	4	9
        52	0.9351100	4	1	2	1	1	3
        53	0.9351500	4	0	4	0	1	4
        54	0.9352100	4	0	7	0	4	7
        55	0.9352500	4	0	4	0	3	4
        56	0.9353100	4	0	6	0	4	6
        57	0.9353600	4	2	5	0	4	7
        58	0.9354000	4	0	5	0	2	5
        59	0.9354600	4	0	7	2	3	7
        60	0.9355100	4	0	5	2	2	5
        61	0.9355600	4	0	3	1	5	3
*stopped by user: 07/04/2024 14:28:38
