*Begin rocking: 03/04/2024 14:12:26
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9325000	2	4	143	1	9	147
         1	0.9325500	2	7	153	1	8	160
         2	0.9326000	2	13	205	0	17	218
         3	0.9326500	2	14	226	0	23	240
         4	0.9327000	2	24	230	1	38	254
         5	0.9327600	2	44	238	2	66	282
         6	0.9328100	2	35	244	1	82	279
         7	0.9328500	2	58	275	0	89	333
         8	0.9329000	2	68	235	0	102	303
         9	0.9329500	2	58	263	0	125	321
        10	0.9330100	2	53	248	0	112	301
        11	0.9330700	2	60	248	0	106	308
        12	0.9331000	2	60	247	1	93	307
        13	0.9331600	2	45	248	0	90	293
        14	0.9332100	2	35	223	0	76	258
        15	0.9332600	2	21	207	1	49	228
        16	0.9333000	2	20	196	1	31	216
        17	0.9333600	2	14	188	1	17	202
        18	0.9334000	2	13	182	0	15	195
        19	0.9334500	2	8	117	0	6	125
        20	0.9335000	2	4	117	1	3	121
        21	0.9335500	2	2	109	0	3	111
        22	0.9336100	2	1	69	1	4	70
        23	0.9336600	2	2	69	0	7	71
        24	0.9337100	2	1	66	0	5	67
        25	0.9337400	2	0	56	1	3	56
        26	0.9338100	2	0	50	0	4	50
        27	0.9338500	2	1	38	0	0	39
        28	0.9339000	2	1	46	1	3	47
        29	0.9339600	2	0	47	1	6	47
        30	0.9340100	2	1	30	0	3	31
        31	0.9340600	2	1	29	0	2	30
        32	0.9341000	2	0	32	0	2	32
        33	0.9341500	2	0	33	0	2	33
        34	0.9342100	2	0	24	0	4	24
        35	0.9342500	2	0	29	1	4	29
        36	0.9343000	2	0	24	0	0	24
        37	0.9343600	2	0	15	0	1	15
        38	0.9344100	2	1	20	0	2	21
        39	0.9344500	2	0	17	0	0	17
        40	0.9345100	2	1	16	0	7	17
        41	0.9345500	2	0	20	0	1	20
        42	0.9346000	2	0	16	1	2	16
        43	0.9346600	2	1	16	1	6	17
        44	0.9347000	2	0	16	1	2	16
        45	0.9347500	2	0	17	0	0	17
        46	0.9348000	2	0	8	1	4	8
        47	0.9348600	2	1	6	1	3	7
        48	0.9349100	2	1	14	0	5	15
        49	0.9349600	2	0	12	0	0	12
        50	0.9350100	2	0	13	0	5	13
        51	0.9350500	2	0	9	0	2	9
        52	0.9351000	2	0	12	1	3	12
        53	0.9351600	2	0	11	0	2	11
        54	0.9352100	2	0	5	0	2	5
        55	0.9352600	2	0	10	0	1	10
        56	0.9353100	2	0	5	0	6	5
        57	0.9353600	2	0	10	0	4	10
        58	0.9354000	2	0	5	0	2	5
        59	0.9354600	2	0	8	1	2	8
        60	0.9355100	2	0	12	0	5	12
        61	0.9355600	2	0	8	0	3	8
        62	0.9356000	2	0	4	1	4	4
        63	0.9356600	2	0	5	2	2	5
        64	0.9357000	2	0	10	2	2	10
        65	0.9357500	2	0	5	0	2	5
        66	0.9358100	2	0	5	0	6	5
        67	0.9358600	2	0	6	0	2	6
        68	0.9359000	2	0	6	0	4	6
        69	0.9359600	2	0	6	2	4	6
        70	0.9360100	2	0	6	1	1	6
        71	0.9360400	2	0	3	0	2	3
        72	0.9361000	2	1	8	0	7	9
        73	0.9361400	2	0	5	0	3	5
        74	0.9362100	2	1	3	1	2	4
        75	0.9362500	2	0	3	0	4	3
        76	0.9363000	2	0	4	1	3	4
        77	0.9363500	2	1	7	1	2	8
        78	0.9363900	2	0	8	1	0	8
        79	0.9364600	2	0	3	1	1	3
        80	0.9365000	2	0	3	0	4	3
        81	0.9365700	2	1	5	0	2	6
        82	0.9366100	2	0	4	1	4	4
        83	0.9366500	2	0	4	1	5	4
        84	0.9367100	2	1	5	0	2	6
        85	0.9367600	2	0	1	0	5	1
        86	0.9368100	2	0	3	0	2	3
        87	0.9368500	2	0	4	1	29	4
        88	0.9369000	2	0	3	0	1	3
*stopped by user: 03/04/2024 14:18:02
