*Begin rocking: 03/04/2024 14:19:10
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9325100	2	8	171	0	13	179
         1	0.9325500	2	8	184	0	15	192
         2	0.9326100	2	8	208	1	20	216
         3	0.9326500	2	15	225	2	24	240
         4	0.9327000	2	22	257	0	36	279
         5	0.9327500	2	34	294	0	62	328
         6	0.9328100	2	62	250	0	92	312
         7	0.9328500	2	58	301	0	91	359
         8	0.9329000	2	71	303	0	153	374
         9	0.9329500	2	89	317	0	126	406
        10	0.9330100	2	65	302	1	134	367
        11	0.9330500	2	68	277	0	151	345
        12	0.9330900	2	56	293	0	134	349
        13	0.9331500	2	58	279	0	87	337
        14	0.9332000	2	45	284	1	77	329
        15	0.9332500	2	33	253	1	55	286
        16	0.9333100	2	26	230	0	37	256
        17	0.9333600	2	19	219	0	19	238
        18	0.9334100	2	7	193	0	13	200
        19	0.9334500	2	8	151	0	15	159
        20	0.9335000	2	10	128	0	5	138
        21	0.9335600	2	2	93	0	9	95
        22	0.9335900	2	2	94	1	11	96
        23	0.9336400	2	1	88	0	5	89
        24	0.9336900	2	3	75	0	6	78
        25	0.9337500	2	2	73	1	6	75
        26	0.9338000	2	1	74	0	4	75
        27	0.9338700	2	0	53	0	2	53
        28	0.9339100	2	1	56	1	1	57
        29	0.9339500	2	1	51	0	5	52
        30	0.9340100	2	0	48	0	7	48
        31	0.9340500	2	0	46	0	1	46
        32	0.9341100	2	0	29	0	2	29
        33	0.9341500	2	0	28	0	2	28
        34	0.9342000	2	0	24	0	3	24
        35	0.9342700	2	0	29	0	2	29
        36	0.9343100	2	1	17	0	5	18
        37	0.9343500	2	0	25	0	3	25
        38	0.9344100	2	0	25	0	2	25
*stopped by user: 03/04/2024 14:21:37
