*Begin rocking: 30/09/2023 09:34:45
*Points: 0
*
*notes: 
*Rho-Axis: 6.400
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.7107600	2	0	882	13782	66	882
         1	1.7108000	2	1	1147	13769	88	1148
         2	1.7108600	2	0	1972	13593	63	1972
         3	1.7109000	2	0	3166	13943	60	3166
         4	1.7109600	2	0	4584	13717	63	4584
         5	1.7110100	2	0	6716	13398	67	6716
         6	1.7110600	2	0	9408	13638	73	9408
         7	1.7111100	2	1	11503	13786	71	11504
         8	1.7111700	2	0	13641	13700	76	13641
         9	1.7112100	2	0	14956	14061	67	14956
        10	1.7112700	2	0	16351	13666	59	16351
        11	1.7113100	2	0	16477	13871	65	16477
        12	1.7113600	2	1	15556	13582	78	15557
        13	1.7114100	2	0	14257	13995	74	14257
        14	1.7114600	2	2	11804	13803	64	11806
        15	1.7115200	2	0	8716	13600	75	8716
        16	1.7115700	2	0	6477	13717	67	6477
        17	1.7116100	2	0	4804	13406	65	4804
        18	1.7116600	2	1	3211	13523	64	3212
        19	1.7117300	2	0	1911	13699	64	1911
        20	1.7117600	2	0	1284	13782	68	1284
*stopped by user: 30/09/2023 09:36:04
