*Begin rocking: 30/09/2023 10:07:42
*Points: 0
*
*notes: 
*Rho-Axis: 6.150
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.3270000	2	0	795	13560	64	795
         1	1.3272000	2	0	870	13518	61	870
         2	1.3274000	2	0	965	13284	62	965
         3	1.3276200	2	0	1165	13746	57	1165
         4	1.3277900	2	0	1279	13636	61	1279
         5	1.3280000	2	0	1443	13613	63	1443
         6	1.3282000	2	0	1626	13629	55	1626
         7	1.3283900	2	0	1943	13426	61	1943
         8	1.3286000	2	1	2270	13688	61	2271
         9	1.3288100	2	0	2890	13327	64	2890
        10	1.3290100	2	2	3627	13509	71	3629
        11	1.3291900	2	2	4618	13413	67	4620
        12	1.3294100	2	0	6316	13746	64	6316
        13	1.3296000	2	0	8204	13845	60	8204
        14	1.3298100	2	1	10905	13648	59	10906
        15	1.3300100	2	0	13214	13422	62	13214
        16	1.3301900	2	1	14739	13557	78	14740
        17	1.3304000	2	0	14790	13435	61	14790
        18	1.3306000	2	0	13683	13823	54	13683
        19	1.3308000	2	0	11493	13466	71	11493
        20	1.3310000	2	0	9094	13746	62	9094
        21	1.3312000	2	0	6969	13558	78	6969
        22	1.3314200	2	0	4850	13443	63	4850
        23	1.3316100	2	0	3868	13728	87	3868
        24	1.3318100	2	0	3215	13717	71	3215
        25	1.3320300	2	1	2560	13453	84	2561
        26	1.3322300	2	1	2126	13466	66	2127
*stopped by user: 30/09/2023 10:09:34
