*Begin rocking: 30/09/2023 09:10:32
*Points: 0
*
*notes: 
*Rho-Axis: 6.400
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.8098100	2	0	349	13652	79	349
         1	1.8099100	2	0	485	13560	75	485
         2	1.8100100	2	0	867	13860	62	867
         3	1.8101100	2	1	2552	13778	73	2553
         4	1.8102100	2	0	6003	13991	64	6003
         5	1.8103200	2	1	11099	13825	87	11100
         6	1.8104100	2	0	15411	13856	68	15411
         7	1.8105100	2	0	17170	13776	74	17170
         8	1.8106200	2	0	14012	13590	67	14012
         9	1.8107100	2	0	8677	13865	55	8677
        10	1.8108100	2	0	4519	13908	61	4519
        11	1.8109100	2	1	1658	13784	66	1659
        12	1.8110100	2	0	705	13332	59	705
*stopped by user: 30/09/2023 09:11:22
