# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 30.0 745 9636 189400 1922 3782996452 10381 0.000000 0.000000
-1.801758 30.0 1093 8212 189020 2827 3782996488 9305 0.000000 0.000000
-1.614990 30.0 1303 7018 188681 3577 3782996524 8321 0.000000 0.000000
-1.395264 30.0 1474 6375 189287 3884 3782996560 7849 0.000000 0.000000
-1.208496 30.0 1539 6508 189063 3822 3782996596 8047 0.000000 0.000000
-0.999756 30.0 1388 7485 188993 3131 3782996633 8873 0.000000 0.000000
-0.802002 30.0 1050 9004 189313 2245 3782996669 10054 0.000000 0.000000
-0.604248 30.0 598 10388 189797 1331 3782996705 10986 0.000000 0.000000
-0.406494 30.0 406 11261 190883 924 3782996741 11667 0.000000 0.000000
-0.197754 30.0 428 10718 189886 1106 3782996778 11146 0.000000 0.000000
-0.010986 30.0 634 10019 190395 1690 3782996814 10653 0.000000 0.000000
0.197754 30.0 977 8526 188829 2599 3782996850 9503 0.000000 0.000000
0.384522 30.0 1233 7502 189083 3329 3782996887 8735 0.000000 0.000000
0.604248 30.0 1491 6473 188630 3790 3782996923 7964 0.000000 0.000000
0.791016 30.0 1519 6461 190901 3937 3782996959 7980 0.000000 0.000000
0.999756 30.0 1231 7590 192695 3246 3782996995 8821 0.000000 0.000000
1.197510 30.0 1018 8900 192629 2315 3782997032 9918 0.000000 0.000000
1.384277 30.0 676 10324 192565 1500 3782997068 11000 0.000000 0.000000
1.593018 30.0 475 11075 190127 1089 3782997104 11550 0.000000 0.000000
1.790771 30.0 448 11141 189750 976 3782997141 11589 0.000000 0.000000
1.988525 30.0 582 10123 190044 1537 3782997177 10705 0.000000 0.000000
