# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 30.0 957 8161 187438 2593 3782772532 9118 0.000000 0.000000
-1.801758 30.0 935 8750 187808 2348 3782772568 9685 0.000000 0.000000
-1.614990 30.0 826 8954 186781 2101 3782772604 9780 0.000000 0.000000
-1.395264 30.0 742 9384 186282 1945 3782772641 10126 0.000000 0.000000
-1.197510 30.0 767 9096 185898 1979 3782772677 9863 0.000000 0.000000
-1.010742 30.0 796 8957 186505 2180 3782772713 9753 0.000000 0.000000
-0.802002 30.0 935 8496 185945 2422 3782772749 9431 0.000000 0.000000
-0.615234 30.0 1053 8040 185491 2683 3782772786 9093 0.000000 0.000000
-0.395508 30.0 1079 7848 185923 2895 3782772822 8927 0.000000 0.000000
-0.186768 30.0 1073 7873 186420 2847 3782772858 8946 0.000000 0.000000
-0.010986 30.0 1088 7996 186164 2707 3782772895 9084 0.000000 0.000000
0.208740 30.0 931 8483 186149 2453 3782772931 9414 0.000000 0.000000
0.384522 30.0 859 8966 186682 2067 3782772967 9825 0.000000 0.000000
0.593262 30.0 779 8999 186397 2003 3782773003 9778 0.000000 0.000000
0.802002 30.0 815 9264 187183 1992 3782773040 10079 0.000000 0.000000
0.999756 30.0 859 9035 187147 2025 3782773076 9894 0.000000 0.000000
1.186523 30.0 863 8636 187572 2327 3782773112 9499 0.000000 0.000000
1.384277 30.0 967 8275 185761 2574 3782773148 9242 0.000000 0.000000
1.614990 30.0 1093 8012 185132 2833 3782773185 9105 0.000000 0.000000
1.790771 30.0 1051 7705 184269 2889 3782773221 8756 0.000000 0.000000
1.988525 30.0 1051 8097 185298 2775 3782773257 9148 0.000000 0.000000
