# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 840 7487 373205 10210 3770844552 8327 0.0000000 0.0000000 -0.8239750
-1.2000000 60.0 684 7599 371951 10224 3770844615 8283 0.0000000 0.0000000 -0.8239750
-1.0000000 60.0 433 7778 372378 10159 3770844678 8211 0.0000000 0.0000000 -0.8239750
-0.8000000 60.0 296 7663 372548 10155 3770844742 7959 0.0000000 0.0000000 -0.8239750
-0.6000000 60.0 226 7635 372576 10145 3770844805 7861 0.0000000 0.0000000 -0.8239750
-0.4000000 60.0 279 7715 371956 10146 3770844868 7994 0.0000000 0.0000000 -0.8239750
-0.2000000 60.0 407 7496 371245 10165 3770844931 7903 0.0000000 0.0000000 -0.8239750
0.0000000 60.0 548 7701 372456 10380 3770844994 8249 0.0000000 0.0000000 -0.8239750
0.2000000 60.0 731 7817 372272 10108 3770845058 8548 0.0000000 0.0000000 -0.8239750
0.4000000 60.0 880 7668 371880 10225 3770845121 8548 0.0000000 0.0000000 -0.8239750
0.6000000 60.0 916 7588 372506 10254 3770845184 8504 0.0000000 0.0000000 -0.8239750
0.8000000 60.0 836 7476 372708 10457 3770845247 8312 0.0000000 0.0000000 -0.8239750
1.0000000 60.0 678 7556 372159 10403 3770845311 8234 0.0000000 0.0000000 -0.8239750
1.2000000 60.0 494 7786 371905 10300 3770845374 8280 0.0000000 0.0000000 -0.8239750
1.4000000 60.0 294 7548 372433 10251 3770845437 7842 0.0000000 0.0000000 -0.8239750
