# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 748 8121 376091 10195 3770847544 8869 0.0000000 0.0000000 -0.7360840
-1.2000000 60.0 578 8185 374398 10079 3770847607 8763 0.0000000 0.0000000 -0.7360840
-1.0000000 60.0 422 8146 376149 10489 3770847670 8568 0.0000000 0.0000000 -0.7360840
-0.8000000 60.0 230 8186 375238 10202 3770847734 8416 0.0000000 0.0000000 -0.7360840
-0.6000000 60.0 170 8014 376994 10212 3770847797 8184 0.0000000 0.0000000 -0.7360840
-0.4000000 60.0 229 8109 379713 10259 3770847860 8338 0.0000000 0.0000000 -0.7360840
-0.2000000 60.0 358 8071 378744 10269 3770847923 8429 0.0000000 0.0000000 -0.7360840
0.0000000 60.0 502 8221 379160 10231 3770847986 8723 0.0000000 0.0000000 -0.7360840
0.2000000 60.0 696 8134 379157 10071 3770848050 8830 0.0000000 0.0000000 -0.7360840
0.4000000 60.0 763 8161 378402 10260 3770848113 8924 0.0000000 0.0000000 -0.7360840
0.6000000 60.0 771 8239 378932 10284 3770848176 9010 0.0000000 0.0000000 -0.7360840
0.8000000 60.0 729 8022 378139 10244 3770848239 8751 0.0000000 0.0000000 -0.7360840
1.0000000 60.0 561 8245 378366 10325 3770848302 8806 0.0000000 0.0000000 -0.7360840
1.2000000 60.0 445 8030 378481 10137 3770848366 8475 0.0000000 0.0000000 -0.7360840
1.4000000 60.0 257 8161 378964 10255 3770848429 8418 0.0000000 0.0000000 -0.7360840
