# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-1.4000000 60.0 418 10097 371629 10278 3770878289 10515 0.0000000 0.0000000 0.1538090
-1.2000000 60.0 360 10060 371270 10420 3770878353 10420 0.0000000 0.0000000 0.1538090
-1.0000000 60.0 249 10062 371476 10147 3770878416 10311 0.0000000 0.0000000 0.1538090
-0.8000000 60.0 163 10017 370801 10191 3770878479 10180 0.0000000 0.0000000 0.1538090
-0.6000000 60.0 109 10171 371459 10208 3770878543 10280 0.0000000 0.0000000 0.1538090
-0.4000000 60.0 128 9875 371385 10339 3770878606 10003 0.0000000 0.0000000 0.1538090
-0.2000000 60.0 216 9880 370312 10159 3770878669 10096 0.0000000 0.0000000 0.1538090
0.0000000 60.0 345 9743 371249 10484 3770878732 10088 0.0000000 0.0000000 0.1538090
0.2000000 60.0 464 9849 370736 10291 3770878796 10313 0.0000000 0.0000000 0.1538090
0.4000000 60.0 490 9868 369056 10245 3770878859 10358 0.0000000 0.0000000 0.1538090
0.6000000 60.0 510 9970 368712 10138 3770878922 10480 0.0000000 0.0000000 0.1538090
0.8000000 60.0 458 9985 367278 10212 3770878986 10443 0.0000000 0.0000000 0.1538090
1.0000000 60.0 369 10173 368477 10209 3770879049 10542 0.0000000 0.0000000 0.1538090
1.2000000 60.0 262 10095 368897 10259 3770879112 10357 0.0000000 0.0000000 0.1538090
1.4000000 60.0 184 9968 369204 10276 3770879175 10152 0.0000000 0.0000000 0.1538090
