* begin:	07/09/2023 00:58:55
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2_19pt.cfg
*
* no cfg file, sc file created manually
* 0	0.1480000	5.0	36737	355	29627	76213	3776887139	37092	0.0000000	0.0000000
* Date: 07/09/2023	Time: 01:19
* Pulsetime (탎):0.000003	Looptime (탎): 404.000000	BinWidth (탎): 3.000000	BinCount: 135	measured time (s): 1200.022000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.02	141	311
1	3.00	1200.02	300	606
2	6.00	1200.02	288	579
3	9.00	1200.02	292	604
4	12.00	1200.02	283	590
5	15.00	1200.02	272	541
6	18.00	1200.02	265	534
7	21.00	1200.02	287	515
8	24.00	1200.02	265	555
9	27.00	1200.02	235	516
10	30.00	1200.02	253	502
11	33.00	1200.02	254	488
12	36.00	1200.02	260	526
13	39.00	1200.02	241	477
14	42.00	1200.02	267	479
15	45.00	1200.02	234	480
16	48.00	1200.02	239	524
17	51.00	1200.02	271	535
18	54.00	1200.02	264	503
19	57.00	1200.02	249	509
20	60.00	1200.02	304	499
21	63.00	1200.02	267	558
22	66.00	1200.02	281	611
23	69.00	1200.02	292	598
24	72.00	1200.02	286	571
25	75.00	1200.02	269	606
26	78.00	1200.02	284	596
27	81.00	1200.02	287	609
28	84.00	1200.02	293	674
29	87.00	1200.02	312	636
30	90.00	1200.02	293	641
31	93.00	1200.02	293	627
32	96.00	1200.02	296	652
33	99.00	1200.02	284	623
34	102.00	1200.02	258	657
35	105.00	1200.02	273	637
36	108.00	1200.02	277	607
37	111.00	1200.02	259	577
38	114.00	1200.02	295	579
39	117.00	1200.02	278	537
40	120.00	1200.02	261	542
41	123.00	1200.02	255	491
42	126.00	1200.02	251	506
43	129.00	1200.02	259	497
44	132.00	1200.02	239	503
45	135.00	1200.02	231	474
46	138.00	1200.02	249	495
47	141.00	1200.02	273	470
48	144.00	1200.02	239	513
49	147.00	1200.02	233	448
50	150.00	1200.02	235	507
51	153.00	1200.02	274	481
52	156.00	1200.02	295	522
53	159.00	1200.02	268	506
54	162.00	1200.02	261	516
55	165.00	1200.02	262	503
56	168.00	1200.02	289	540
57	171.00	1200.02	273	589
58	174.00	1200.02	316	624
59	177.00	1200.02	290	602
60	180.00	1200.02	282	617
61	183.00	1200.02	301	668
62	186.00	1200.02	312	671
63	189.00	1200.02	284	621
64	192.00	1200.02	308	694
65	195.00	1200.02	286	671
66	198.00	1200.02	286	680
67	201.00	1200.02	255	653
68	204.00	1200.02	292	598
69	207.00	1200.02	282	606
70	210.00	1200.02	304	613
71	213.00	1200.02	272	554
72	216.00	1200.02	273	572
73	219.00	1200.02	281	557
74	222.00	1200.02	273	552
75	225.00	1200.02	235	524
76	228.00	1200.02	252	497
77	231.00	1200.02	250	495
78	234.00	1200.02	216	478
79	237.00	1200.02	231	470
80	240.00	1200.02	250	503
81	243.00	1200.02	250	481
82	246.00	1200.02	269	476
83	249.00	1200.02	262	486
84	252.00	1200.02	257	475
85	255.00	1200.02	270	504
86	258.00	1200.02	263	552
87	261.00	1200.02	269	534
88	264.00	1200.02	263	551
89	267.00	1200.02	260	572
90	270.00	1200.02	276	596
91	273.00	1200.02	275	632
92	276.00	1200.02	300	666
93	279.00	1200.02	286	626
94	282.00	1200.02	332	662
95	285.00	1200.02	285	685
96	288.00	1200.02	315	729
97	291.00	1200.02	274	627
98	294.00	1200.02	299	634
99	297.00	1200.02	273	686
100	300.00	1200.02	277	665
101	303.00	1200.02	253	630
102	306.00	1200.02	284	628
103	309.00	1200.02	274	624
104	312.00	1200.02	309	562
105	315.00	1200.02	272	583
106	318.00	1200.02	275	544
107	321.00	1200.02	267	505
108	324.00	1200.02	281	523
109	327.00	1200.02	255	521
110	330.00	1200.02	272	505
111	333.00	1200.02	272	464
112	336.00	1200.02	277	501
113	339.00	1200.02	219	498
114	342.00	1200.02	270	497
115	345.00	1200.02	228	481
116	348.00	1200.02	261	489
117	351.00	1200.02	284	471
118	354.00	1200.02	261	479
119	357.00	1200.02	265	532
120	360.00	1200.02	253	501
121	363.00	1200.02	245	533
122	366.00	1200.02	290	564
123	369.00	1200.02	255	596
124	372.00	1200.02	295	620
125	375.00	1200.02	278	622
126	378.00	1200.02	307	590
127	381.00	1200.02	261	591
128	384.00	1200.02	290	624
129	387.00	1200.02	279	619
130	390.00	1200.02	301	672
131	393.00	1200.02	294	630
132	396.00	1200.02	317	695
133	399.00	1200.02	277	654
134	402.00	1200.02	298	637
* end: 07/09/2023 01:19:01
