* begin:	30/08/2023 01:09:08
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2_ifg.cfg
*
* no cfg file, sc file created manually
* 0	2.9992676	20.0	35684	4796	129036	83005	3776196551	123485	0.0000000	0.0000000
* Date: 30/08/2023	Time: 01:29
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 3.000000	BinCount: 102	measured time (s): 1200.014000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	225	570
1	3.00	1200.01	396	1100
2	6.00	1200.01	418	1083
3	9.00	1200.01	353	994
4	12.00	1200.01	385	1033
5	15.00	1200.01	413	888
6	18.00	1200.01	348	894
7	21.00	1200.01	348	765
8	24.00	1200.01	301	742
9	27.00	1200.01	303	676
10	30.00	1200.01	269	630
11	33.00	1200.01	295	545
12	36.00	1200.01	276	584
13	39.00	1200.01	248	528
14	42.00	1200.01	264	505
15	45.00	1200.01	283	505
16	48.00	1200.01	250	498
17	51.00	1200.01	264	503
18	54.00	1200.01	331	509
19	57.00	1200.01	281	562
20	60.00	1200.01	347	582
21	63.00	1200.01	345	589
22	66.00	1200.01	348	683
23	69.00	1200.01	343	715
24	72.00	1200.01	372	797
25	75.00	1200.01	369	824
26	78.00	1200.01	434	955
27	81.00	1200.01	402	930
28	84.00	1200.01	452	1013
29	87.00	1200.01	440	1062
30	90.00	1200.01	421	1136
31	93.00	1200.01	406	1131
32	96.00	1200.01	436	1189
33	99.00	1200.01	430	1109
34	102.00	1200.01	431	1128
35	105.00	1200.01	406	1130
36	108.00	1200.01	376	1048
37	111.00	1200.01	381	1118
38	114.00	1200.01	383	1084
39	117.00	1200.01	356	1004
40	120.00	1200.01	323	1012
41	123.00	1200.01	305	883
42	126.00	1200.01	304	793
43	129.00	1200.01	303	766
44	132.00	1200.01	289	681
45	135.00	1200.01	272	616
46	138.00	1200.01	272	564
47	141.00	1200.01	262	507
48	144.00	1200.01	269	489
49	147.00	1200.01	260	453
50	150.00	1200.01	270	461
51	153.00	1200.01	288	485
52	156.00	1200.01	307	475
53	159.00	1200.01	312	476
54	162.00	1200.01	330	545
55	165.00	1200.01	311	556
56	168.00	1200.01	351	662
57	171.00	1200.01	360	767
58	174.00	1200.01	407	814
59	177.00	1200.01	408	834
60	180.00	1200.01	385	977
61	183.00	1200.01	415	1019
62	186.00	1200.01	406	1102
63	189.00	1200.01	415	1142
64	192.00	1200.01	412	1200
65	195.00	1200.01	427	1081
66	198.00	1200.01	419	1167
67	201.00	1200.01	439	1092
68	204.00	1200.01	419	1121
69	207.00	1200.01	452	1157
70	210.00	1200.01	390	1132
71	213.00	1200.01	376	1027
72	216.00	1200.01	418	1023
73	219.00	1200.01	361	957
74	222.00	1200.01	356	909
75	225.00	1200.01	332	828
76	228.00	1200.01	310	804
77	231.00	1200.01	311	682
78	234.00	1200.01	269	631
79	237.00	1200.01	298	524
80	240.00	1200.01	270	504
81	243.00	1200.01	284	490
82	246.00	1200.01	262	435
83	249.00	1200.01	273	472
84	252.00	1200.01	268	480
85	255.00	1200.01	239	487
86	258.00	1200.01	308	510
87	261.00	1200.01	302	556
88	264.00	1200.01	343	605
89	267.00	1200.01	339	634
90	270.00	1200.01	337	727
91	273.00	1200.01	382	812
92	276.00	1200.01	409	903
93	279.00	1200.01	407	926
94	282.00	1200.01	386	1072
95	285.00	1200.01	447	1039
96	288.00	1200.01	430	1039
97	291.00	1200.01	442	1119
98	294.00	1200.01	463	1139
99	297.00	1200.01	380	1190
100	300.00	1200.01	408	1190
101	303.00	1200.01	363	921
* end: 30/08/2023 01:29:13
