# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-4.987793 10.0 3272 2634 70764 10 3782119661 5906 0.000000 0.000000
-4.801025 10.0 3233 2673 70940 16 3782119677 5906 0.000000 0.000000
-4.614258 10.0 2903 2969 70993 11 3782119693 5872 0.000000 0.000000
-4.394531 10.0 2332 3736 71475 7 3782119709 6068 0.000000 0.000000
-4.207764 10.0 1452 4535 71605 10 3782119725 5987 0.000000 0.000000
-4.010010 10.0 881 5274 70613 11 3782119742 6155 0.000000 0.000000
-3.812256 10.0 743 5426 70691 9 3782119758 6169 0.000000 0.000000
-3.603516 10.0 1117 4864 71321 7 3782119774 5981 0.000000 0.000000
-3.405762 10.0 1814 4136 71336 7 3782119790 5950 0.000000 0.000000
-3.197021 10.0 2674 3412 71416 19 3782119807 6086 0.000000 0.000000
-2.999268 10.0 3167 2855 71421 15 3782119823 6022 0.000000 0.000000
-2.801514 10.0 3378 2429 71140 13 3782119839 5807 0.000000 0.000000
-2.614746 10.0 3151 2862 71901 10 3782119855 6013 0.000000 0.000000
-2.395020 10.0 2398 3608 71090 9 3782119871 6006 0.000000 0.000000
-2.208252 10.0 1596 4391 71455 9 3782119888 5987 0.000000 0.000000
-1.999512 10.0 964 5146 71270 10 3782119904 6110 0.000000 0.000000
-1.801758 10.0 798 5173 71133 12 3782119920 5971 0.000000 0.000000
-1.604004 10.0 1046 4962 71410 10 3782119936 6008 0.000000 0.000000
-1.406250 10.0 1599 4409 71257 4 3782119953 6008 0.000000 0.000000
-1.186523 10.0 2495 3454 71293 8 3782119969 5949 0.000000 0.000000
-1.010742 10.0 3064 2789 71741 9 3782119985 5853 0.000000 0.000000
-0.802002 10.0 3465 2504 72032 13 3782120001 5969 0.000000 0.000000
-0.604248 10.0 3167 2775 71235 13 3782120018 5942 0.000000 0.000000
-0.395508 10.0 2588 3373 70805 13 3782120034 5961 0.000000 0.000000
-0.197754 10.0 1861 4147 71136 20 3782120050 6008 0.000000 0.000000
0.010986 10.0 1241 4566 71002 12 3782120067 5807 0.000000 0.000000
0.197754 10.0 807 5253 71142 19 3782120083 6060 0.000000 0.000000
0.395508 10.0 829 5187 71529 17 3782120099 6016 0.000000 0.000000
0.604248 10.0 1368 4800 70975 15 3782120115 6168 0.000000 0.000000
0.802002 10.0 2316 3639 70774 8 3782120131 5955 0.000000 0.000000
0.999756 10.0 2946 2981 70823 13 3782120147 5927 0.000000 0.000000
1.197510 10.0 3411 2555 70976 11 3782120164 5966 0.000000 0.000000
1.395264 10.0 3320 2572 71593 12 3782120180 5892 0.000000 0.000000
1.604004 10.0 2878 3122 70567 12 3782120196 6000 0.000000 0.000000
1.801758 10.0 2174 3991 70940 16 3782120212 6165 0.000000 0.000000
1.999512 10.0 1354 4689 71283 29 3782120229 6043 0.000000 0.000000
2.186279 10.0 879 5190 71378 15 3782120245 6069 0.000000 0.000000
2.395020 10.0 780 5175 71161 10 3782120261 5955 0.000000 0.000000
2.592773 10.0 1259 4797 70671 6 3782120277 6056 0.000000 0.000000
2.801514 10.0 1917 4049 71115 15 3782120294 5966 0.000000 0.000000
3.010254 10.0 2890 3075 70439 15 3782120310 5965 0.000000 0.000000
3.197021 10.0 3301 2566 71437 6 3782120326 5867 0.000000 0.000000
3.394775 10.0 3334 2722 71199 14 3782120342 6056 0.000000 0.000000
3.603516 10.0 3001 2961 71378 9 3782120359 5962 0.000000 0.000000
3.801270 10.0 2245 3837 71157 9 3782120375 6082 0.000000 0.000000
4.010010 10.0 1325 4587 70899 9 3782120391 5912 0.000000 0.000000
4.196777 10.0 1027 5018 70959 14 3782120407 6045 0.000000 0.000000
4.383545 10.0 679 5359 71439 12 3782120424 6038 0.000000 0.000000
4.603271 10.0 1333 4768 70685 10 3782120440 6101 0.000000 0.000000
4.801025 10.0 1990 3992 71181 12 3782120456 5982 0.000000 0.000000
4.987793 10.0 2838 3216 71197 16 3782120472 6054 0.000000 0.000000
