# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 20.0 3680 11915 165614 2 3793733977 15595 0.000000 0.000000
-1.658935 20.0 4825 10634 164835 0 3793734003 15459 0.000000 0.000000
-1.593018 20.0 5643 9631 166344 6 3793734029 15274 0.000000 0.000000
-1.505127 20.0 6739 8808 165882 3 3793734055 15547 0.000000 0.000000
-1.428223 20.0 7897 7518 166415 7 3793734081 15415 0.000000 0.000000
-1.329346 20.0 8562 6710 162627 3 3793734107 15272 0.000000 0.000000
-1.241455 20.0 9230 5872 163962 1 3793734133 15102 0.000000 0.000000
-1.153565 20.0 9624 5672 164335 6 3793734160 15296 0.000000 0.000000
-1.076660 20.0 9915 5342 163373 5 3793734186 15257 0.000000 0.000000
-0.999756 20.0 9799 5448 164211 2 3793734212 15247 0.000000 0.000000
-0.900879 20.0 9585 6006 164789 3 3793734238 15591 0.000000 0.000000
-0.812988 20.0 8400 6741 164719 2 3793734264 15141 0.000000 0.000000
-0.736084 20.0 7986 7516 164699 6 3793734290 15502 0.000000 0.000000
-0.648193 20.0 6980 8343 164111 5 3793734316 15323 0.000000 0.000000
-0.560303 20.0 6141 9408 161309 4 3793734342 15549 0.000000 0.000000
-0.483398 20.0 4751 10715 161321 1 3793734369 15466 0.000000 0.000000
-0.384522 20.0 4027 11656 160788 0 3793734395 15683 0.000000 0.000000
-0.296631 20.0 2988 12450 160790 4 3793734421 15438 0.000000 0.000000
-0.208740 20.0 2294 13242 161407 0 3793734447 15536 0.000000 0.000000
-0.120850 20.0 2031 13620 161091 3 3793734473 15651 0.000000 0.000000
-0.043945 20.0 1732 13793 161168 6 3793734499 15525 0.000000 0.000000
0.032959 20.0 1879 13705 161472 3 3793734525 15584 0.000000 0.000000
0.142822 20.0 2421 13417 160954 0 3793734551 15838 0.000000 0.000000
0.208740 20.0 2898 12427 164505 2 3793734577 15325 0.000000 0.000000
0.307617 20.0 3786 11930 164864 5 3793734604 15716 0.000000 0.000000
0.373535 20.0 4675 10807 166211 8 3793734630 15482 0.000000 0.000000
0.472412 20.0 5382 10037 166804 4 3793734656 15419 0.000000 0.000000
0.560303 20.0 6573 8949 166027 0 3793734682 15522 0.000000 0.000000
0.648193 20.0 7583 7717 163109 2 3793734708 15300 0.000000 0.000000
0.736084 20.0 8598 6708 163723 2 3793734734 15306 0.000000 0.000000
0.812988 20.0 9503 5899 162893 3 3793734760 15402 0.000000 0.000000
0.900879 20.0 9743 5518 166945 4 3793734786 15261 0.000000 0.000000
0.977783 20.0 9969 5435 169688 4 3793734812 15404 0.000000 0.000000
1.065674 20.0 9948 5391 167399 1 3793734839 15339 0.000000 0.000000
1.164551 20.0 9437 5930 167048 3 3793734865 15367 0.000000 0.000000
1.252441 20.0 8707 6370 167580 2 3793734891 15077 0.000000 0.000000
1.329346 20.0 8025 7288 167459 1 3793734917 15313 0.000000 0.000000
1.406250 20.0 7120 8434 168377 0 3793734943 15554 0.000000 0.000000
1.494141 20.0 6320 9249 166220 5 3793734969 15569 0.000000 0.000000
1.582031 20.0 5317 10436 165651 2 3793734995 15753 0.000000 0.000000
1.680908 20.0 3880 11804 166046 1 3793735021 15684 0.000000 0.000000
1.768799 20.0 3482 12045 165837 3 3793735047 15527 0.000000 0.000000
