# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.010 19 104 -80.000
1.000 3600.010 52 144 -80.000
2.000 3600.010 53 153 -80.000
3.000 3600.010 54 136 -80.000
4.000 3600.010 57 141 -80.000
5.000 3600.010 51 131 -80.000
6.000 3600.010 57 126 -80.000
7.000 3600.010 40 118 -80.000
8.000 3600.010 44 100 -80.000
9.000 3600.010 49 119 -80.000
10.000 3600.010 48 133 -80.000
11.000 3600.010 42 139 -80.000
12.000 3600.010 44 143 -80.000
13.000 3600.010 41 152 -80.000
14.000 3600.010 45 154 -80.000
15.000 3600.010 40 164 -80.000
16.000 3600.010 45 188 -80.000
17.000 3600.010 49 160 -80.000
18.000 3600.010 54 177 -80.000
19.000 3600.010 52 162 -80.000
20.000 3600.010 54 148 -80.000
21.000 3600.010 51 105 -80.000
22.000 3600.010 56 99 -80.000
23.000 3600.010 54 120 -80.000
24.000 3600.010 38 103 -80.000
25.000 3600.010 53 103 -80.000
26.000 3600.010 59 114 -80.000
27.000 3600.010 50 107 -80.000
28.000 3600.010 56 141 -80.000
29.000 3600.010 44 125 -80.000
30.000 3600.010 54 167 -80.000
31.000 3600.010 58 152 -80.000
32.000 3600.010 61 188 -80.000
33.000 3600.010 43 201 -80.000
34.000 3600.010 53 173 -80.000
35.000 3600.010 55 150 -80.000
36.000 3600.010 51 123 -80.000
37.000 3600.010 59 135 -80.000
38.000 3600.010 53 119 -80.000
39.000 3600.010 44 125 -80.000
40.000 3600.010 52 112 -80.000
41.000 3600.010 54 92 -80.000
42.000 3600.010 68 103 -80.000
43.000 3600.010 48 104 -80.000
44.000 3600.010 48 102 -80.000
45.000 3600.010 51 140 -80.000
46.000 3600.010 48 140 -80.000
47.000 3600.010 46 141 -80.000
48.000 3600.010 45 185 -80.000
49.000 3600.010 46 188 -80.000
50.000 3600.010 63 177 -80.000
51.000 3600.010 49 174 -80.000
52.000 3600.010 50 153 -80.000
53.000 3600.010 46 165 -80.000
54.000 3600.010 58 164 -80.000
55.000 3600.010 52 128 -80.000
56.000 3600.010 46 111 -80.000
57.000 3600.010 46 106 -80.000
58.000 3600.010 34 100 -80.000
59.000 3600.010 55 98 -80.000
60.000 3600.010 55 92 -80.000
61.000 3600.010 50 129 -80.000
62.000 3600.010 48 143 -80.000
63.000 3600.010 50 152 -80.000
64.000 3600.010 66 171 -80.000
65.000 3600.010 48 162 -80.000
66.000 3600.010 59 188 -80.000
67.000 3600.010 50 162 -80.000
68.000 3600.010 49 170 -80.000
69.000 3600.010 46 158 -80.000
70.000 3600.010 56 141 -80.000
71.000 3600.010 44 151 -80.000
