# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 27 112 40.000
1.000 3600.000 42 209 40.000
2.000 3600.000 40 203 40.000
3.000 3600.000 51 148 40.000
4.000 3600.000 54 153 40.000
5.000 3600.000 53 151 40.000
6.000 3600.000 55 129 40.000
7.000 3600.000 53 137 40.000
8.000 3600.000 51 140 40.000
9.000 3600.000 47 136 40.000
10.000 3600.000 57 151 40.000
11.000 3600.000 48 140 40.000
12.000 3600.000 51 166 40.000
13.000 3600.000 47 174 40.000
14.000 3600.000 51 191 40.000
15.000 3600.000 48 216 40.000
16.000 3600.000 62 218 40.000
17.000 3600.000 55 194 40.000
18.000 3600.000 58 203 40.000
19.000 3600.000 60 196 40.000
20.000 3600.000 46 206 40.000
21.000 3600.000 42 164 40.000
22.000 3600.000 51 162 40.000
23.000 3600.000 54 117 40.000
24.000 3600.000 60 140 40.000
25.000 3600.000 53 118 40.000
26.000 3600.000 57 137 40.000
27.000 3600.000 58 101 40.000
28.000 3600.000 56 160 40.000
29.000 3600.000 56 153 40.000
30.000 3600.000 47 177 40.000
31.000 3600.000 55 214 40.000
32.000 3600.000 60 230 40.000
33.000 3600.000 47 216 40.000
34.000 3600.000 51 216 40.000
35.000 3600.000 50 223 40.000
36.000 3600.000 52 173 40.000
37.000 3600.000 51 162 40.000
38.000 3600.000 50 152 40.000
39.000 3600.000 56 130 40.000
40.000 3600.000 77 165 40.000
41.000 3600.000 46 140 40.000
42.000 3600.000 59 145 40.000
43.000 3600.000 63 148 40.000
44.000 3600.000 56 134 40.000
45.000 3600.000 59 172 40.000
46.000 3600.000 50 185 40.000
47.000 3600.000 56 165 40.000
48.000 3600.000 72 215 40.000
49.000 3600.000 55 185 40.000
50.000 3600.000 60 178 40.000
51.000 3600.000 54 156 40.000
52.000 3600.000 59 194 40.000
53.000 3600.000 46 171 40.000
54.000 3600.000 46 175 40.000
55.000 3600.000 48 149 40.000
56.000 3600.000 51 150 40.000
57.000 3600.000 55 143 40.000
58.000 3600.000 63 185 40.000
59.000 3600.000 55 128 40.000
60.000 3600.000 55 134 40.000
61.000 3600.000 57 115 40.000
62.000 3600.000 47 154 40.000
63.000 3600.000 67 164 40.000
64.000 3600.000 57 189 40.000
65.000 3600.000 64 180 40.000
66.000 3600.000 56 162 40.000
67.000 3600.000 62 194 40.000
68.000 3600.000 56 195 40.000
69.000 3600.000 64 156 40.000
70.000 3600.000 54 160 40.000
71.000 3600.000 49 159 40.000
72.000 3600.000 55 149 40.000
73.000 3600.000 58 163 40.000
74.000 3600.000 56 181 40.000
75.000 3600.000 55 158 40.000
76.000 3600.000 69 149 40.000
77.000 3600.000 52 146 40.000
78.000 3600.000 58 147 40.000
79.000 3600.000 58 167 40.000
80.000 3600.000 64 204 40.000
81.000 3600.000 59 164 40.000
82.000 3600.000 54 180 40.000
83.000 3600.000 41 165 40.000
84.000 3600.000 51 183 40.000
85.000 3600.000 53 159 40.000
86.000 3600.000 59 172 40.000
87.000 3600.000 56 140 40.000
88.000 3600.000 50 164 40.000
89.000 3600.000 45 169 40.000
90.000 3600.000 62 150 40.000
91.000 3600.000 62 179 40.000
92.000 3600.000 61 171 40.000
93.000 3600.000 52 169 40.000
94.000 3600.000 65 159 40.000
95.000 3600.000 62 172 40.000
96.000 3600.000 58 192 40.000
97.000 3600.000 56 174 40.000
98.000 3600.000 62 150 40.000
99.000 3600.000 58 146 40.000
100.000 3600.000 60 155 40.000
101.000 3600.000 35 162 40.000
102.000 3600.000 68 154 40.000
103.000 3600.000 52 151 40.000
104.000 3600.000 57 148 40.000
105.000 3600.000 57 157 40.000
106.000 3600.000 46 175 40.000
107.000 3600.000 56 181 40.000
108.000 3600.000 48 190 40.000
