# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.768799 20.0 5922 6253 159532 2 3793742219 12175 0.000000 0.000000
-1.658935 20.0 6444 5583 162707 1 3793742245 12027 0.000000 0.000000
-1.604004 20.0 6912 4979 162805 4 3793742271 11891 0.000000 0.000000
-1.505127 20.0 7162 4763 162385 4 3793742297 11925 0.000000 0.000000
-1.428223 20.0 7394 4532 162449 0 3793742323 11926 0.000000 0.000000
-1.329346 20.0 7419 4539 163240 3 3793742350 11958 0.000000 0.000000
-1.241455 20.0 7396 4719 161215 4 3793742376 12115 0.000000 0.000000
-1.164551 20.0 6909 5052 162252 1 3793742402 11961 0.000000 0.000000
-1.087646 20.0 6714 5167 161774 2 3793742428 11881 0.000000 0.000000
-0.999756 20.0 6128 6116 162823 5 3793742454 12244 0.000000 0.000000
-0.911865 20.0 5399 6601 166979 5 3793742480 12000 0.000000 0.000000
-0.823975 20.0 4847 7397 164402 3 3793742506 12244 0.000000 0.000000
-0.736084 20.0 4169 8061 164433 4 3793742532 12230 0.000000 0.000000
-0.637207 20.0 3330 9010 164389 7 3793742559 12340 0.000000 0.000000
-0.560303 20.0 2899 9129 165346 1 3793742585 12028 0.000000 0.000000
-0.483398 20.0 2628 9862 164599 2 3793742611 12490 0.000000 0.000000
-0.373535 20.0 2433 9955 163660 4 3793742637 12388 0.000000 0.000000
-0.307617 20.0 2408 10021 162726 1 3793742663 12429 0.000000 0.000000
-0.219727 20.0 2636 9806 161946 6 3793742689 12442 0.000000 0.000000
-0.120850 20.0 2879 9340 162392 3 3793742715 12219 0.000000 0.000000
-0.054932 20.0 3400 9170 162707 2 3793742741 12570 0.000000 0.000000
0.043945 20.0 3972 8192 164329 3 3793742767 12164 0.000000 0.000000
0.120850 20.0 4643 7454 163669 1 3793742794 12097 0.000000 0.000000
0.219727 20.0 5484 6671 164834 4 3793742820 12155 0.000000 0.000000
0.307617 20.0 5806 6148 163484 5 3793742846 11954 0.000000 0.000000
0.395508 20.0 6391 5629 159756 5 3793742872 12020 0.000000 0.000000
0.472412 20.0 6958 5127 160315 2 3793742898 12085 0.000000 0.000000
0.560303 20.0 7340 4671 160605 3 3793742924 12011 0.000000 0.000000
0.637207 20.0 7727 4475 160282 6 3793742950 12202 0.000000 0.000000
0.725098 20.0 7640 4446 159955 4 3793742976 12086 0.000000 0.000000
0.812988 20.0 7404 4715 159594 1 3793743003 12119 0.000000 0.000000
0.889893 20.0 6955 4852 160556 3 3793743029 11807 0.000000 0.000000
0.988769 20.0 6607 5303 160579 1 3793743055 11910 0.000000 0.000000
1.076660 20.0 5855 6017 160263 4 3793743081 11872 0.000000 0.000000
1.164551 20.0 5340 6684 161366 3 3793743107 12024 0.000000 0.000000
1.252441 20.0 4674 7256 162463 6 3793743133 11930 0.000000 0.000000
1.329346 20.0 4210 8101 162902 2 3793743159 12311 0.000000 0.000000
1.417236 20.0 3456 8656 162437 5 3793743185 12112 0.000000 0.000000
1.494141 20.0 3003 9227 161306 4 3793743211 12230 0.000000 0.000000
1.593018 20.0 2593 9584 161441 2 3793743238 12177 0.000000 0.000000
1.669922 20.0 2363 9873 160592 2 3793743264 12236 0.000000 0.000000
1.768799 20.0 2340 10034 161746 7 3793743290 12374 0.000000 0.000000
