# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 105 5128 601275 7906 3763890325 5233 0.0000000 0.0000000 107.9936520 13.3937500
-1.5000000 60.0 210 5191 626022 7706 3763890389 5401 0.0000000 0.0000000 107.9936520 13.3937500
-1.2500000 60.0 702 5192 679567 7926 3763890453 5894 0.0000000 0.0000000 107.9936520 13.3937500
-1.0000000 60.0 1271 5301 711585 8040 3763890518 6572 0.0000000 0.0000000 107.9936520 13.3937500
-0.7500000 60.0 1736 5060 657078 7950 3763890582 6796 0.0000000 0.0000000 107.9936520 13.3937500
-0.5000000 60.0 1863 5176 530096 7788 3763890646 7039 0.0000000 0.0000000 107.9936520 13.3937500
-0.2500000 60.0 1580 5153 567170 7861 3763890710 6733 0.0000000 0.0000000 107.9936520 13.3937500
0.0000000 60.0 957 5232 722525 7904 3763890774 6189 0.0000000 0.0000000 107.9936520 13.3937500
0.2500000 60.0 415 5276 724938 7857 3763890839 5691 0.0000000 0.0000000 107.9936520 13.3937500
0.5000000 60.0 99 5253 716106 7896 3763890903 5352 0.0000000 0.0000000 107.9936520 13.3937500
0.7500000 60.0 210 5033 298378 7892 3763890967 5243 0.0000000 0.0000000 107.9936520 13.3937500
1.0000000 60.0 690 5089 414855 7886 3763891031 5779 0.0000000 0.0000000 107.9936520 13.3937500
1.2500000 60.0 1318 4973 624238 7923 3763891095 6291 0.0000000 0.0000000 107.9936520 13.3937500
1.5000000 60.0 1676 5233 642443 7950 3763891160 6909 0.0000000 0.0000000 107.9936520 13.3937500
1.7500000 60.0 1941 5257 670900 7878 3763891224 7198 0.0000000 0.0000000 107.9936520 13.3937500
