# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 41 7524 630238 8086 3763953921 7565 0.0000000 0.0000000 110.0253910 14.4062500
-1.5000000 60.0 127 7544 616348 8014 3763953985 7671 0.0000000 0.0000000 110.0253910 14.4062500
-1.2500000 60.0 383 7545 611168 7884 3763954049 7928 0.0000000 0.0000000 110.0253910 14.4062500
-1.0000000 60.0 665 7721 640161 8018 3763954114 8386 0.0000000 0.0000000 110.0253910 14.4062500
-0.7500000 60.0 858 7528 643551 8035 3763954178 8386 0.0000000 0.0000000 110.0253910 14.4062500
-0.5000000 60.0 873 7534 641973 7932 3763954242 8407 0.0000000 0.0000000 110.0253910 14.4062500
-0.2500000 60.0 731 7471 651038 7983 3763954307 8202 0.0000000 0.0000000 110.0253910 14.4062500
0.0000000 60.0 393 7583 619143 7887 3763954371 7976 0.0000000 0.0000000 110.0253910 14.4062500
0.2500000 60.0 165 7501 626875 8038 3763954435 7666 0.0000000 0.0000000 110.0253910 14.4062500
0.5000000 60.0 45 7501 637299 7940 3763954499 7546 0.0000000 0.0000000 110.0253910 14.4062500
0.7500000 60.0 165 7513 705948 8069 3763954564 7678 0.0000000 0.0000000 110.0253910 14.4062500
1.0000000 60.0 394 7534 619492 7911 3763954628 7928 0.0000000 0.0000000 110.0253910 14.4062500
1.2500000 60.0 679 7446 603363 8073 3763954692 8125 0.0000000 0.0000000 110.0253910 14.4062500
1.5000000 60.0 857 7413 605948 7941 3763954757 8270 0.0000000 0.0000000 110.0253910 14.4062500
1.7500000 60.0 840 7498 684709 7913 3763954821 8338 0.0000000 0.0000000 110.0253910 14.4062500
