# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 92 4969 701684 7893 3763937422 5061 0.0000000 0.0000000 109.5000000 12.9968750
-1.5000000 60.0 263 4972 706031 7792 3763937486 5235 0.0000000 0.0000000 109.5000000 12.9968750
-1.2500000 60.0 721 4899 704836 8036 3763937550 5620 0.0000000 0.0000000 109.5000000 12.9968750
-1.0000000 60.0 1303 4925 704706 7965 3763937614 6228 0.0000000 0.0000000 109.5000000 12.9968750
-0.7500000 60.0 1858 4875 705225 7829 3763937679 6733 0.0000000 0.0000000 109.5000000 12.9968750
-0.5000000 60.0 1868 4886 703650 7926 3763937743 6754 0.0000000 0.0000000 109.5000000 12.9968750
-0.2500000 60.0 1466 4901 704713 7876 3763937807 6367 0.0000000 0.0000000 109.5000000 12.9968750
0.0000000 60.0 934 4895 708531 7996 3763937872 5829 0.0000000 0.0000000 109.5000000 12.9968750
0.2500000 60.0 418 4823 703172 8009 3763937936 5241 0.0000000 0.0000000 109.5000000 12.9968750
0.5000000 60.0 87 4931 705824 7974 3763938000 5018 0.0000000 0.0000000 109.5000000 12.9968750
0.7500000 60.0 218 5023 705332 7826 3763938064 5241 0.0000000 0.0000000 109.5000000 12.9968750
1.0000000 60.0 749 4912 708008 8125 3763938129 5661 0.0000000 0.0000000 109.5000000 12.9968750
1.2500000 60.0 1343 4789 701345 7911 3763938193 6132 0.0000000 0.0000000 109.5000000 12.9968750
1.5000000 60.0 1802 4934 675252 8017 3763938257 6736 0.0000000 0.0000000 109.5000000 12.9968750
1.7500000 60.0 1773 4848 763009 7963 3763938321 6621 0.0000000 0.0000000 109.5000000 12.9968750
