# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 20.0 9548 5798 163210 0 3793728425 15346 0.000000 0.000000
-1.669922 20.0 9793 5477 162727 3 3793728451 15270 0.000000 0.000000
-1.604004 20.0 10161 5323 162777 5 3793728477 15484 0.000000 0.000000
-1.516113 20.0 9784 5613 163275 2 3793728503 15397 0.000000 0.000000
-1.428223 20.0 9384 5836 163464 2 3793728529 15220 0.000000 0.000000
-1.329346 20.0 8825 6493 164334 6 3793728556 15318 0.000000 0.000000
-1.241455 20.0 7874 7612 164628 2 3793728582 15486 0.000000 0.000000
-1.153565 20.0 6935 8473 167137 2 3793728608 15408 0.000000 0.000000
-1.076660 20.0 6001 9657 166971 3 3793728634 15658 0.000000 0.000000
-0.988769 20.0 5061 10563 166738 2 3793728660 15624 0.000000 0.000000
-0.911865 20.0 4019 11679 166362 1 3793728686 15698 0.000000 0.000000
-0.812988 20.0 3021 12842 165875 4 3793728712 15863 0.000000 0.000000
-0.725098 20.0 2616 12913 163492 4 3793728738 15529 0.000000 0.000000
-0.648193 20.0 1964 13667 163471 5 3793728765 15631 0.000000 0.000000
-0.560303 20.0 1821 13773 164000 2 3793728791 15594 0.000000 0.000000
-0.472412 20.0 1805 13945 165976 5 3793728817 15750 0.000000 0.000000
-0.395508 20.0 2286 13152 166383 2 3793728843 15438 0.000000 0.000000
-0.296631 20.0 2775 12865 165136 1 3793728869 15640 0.000000 0.000000
-0.219727 20.0 3853 11682 165234 0 3793728895 15535 0.000000 0.000000
-0.120850 20.0 4629 10884 164999 6 3793728921 15513 0.000000 0.000000
-0.043945 20.0 5636 9921 165230 4 3793728947 15557 0.000000 0.000000
0.043945 20.0 6801 8449 164745 4 3793728973 15250 0.000000 0.000000
0.131836 20.0 7690 7510 164127 0 3793729000 15200 0.000000 0.000000
0.219727 20.0 8642 6787 164264 4 3793729026 15429 0.000000 0.000000
0.318603 20.0 9300 5910 164237 4 3793729052 15210 0.000000 0.000000
0.373535 20.0 9669 5598 165092 2 3793729078 15267 0.000000 0.000000
0.472412 20.0 9959 5302 162283 4 3793729104 15261 0.000000 0.000000
0.549316 20.0 9716 5509 161881 3 3793729130 15225 0.000000 0.000000
0.637207 20.0 9396 5946 162532 3 3793729156 15342 0.000000 0.000000
0.725098 20.0 8648 6632 162025 2 3793729182 15280 0.000000 0.000000
0.823975 20.0 7637 7775 162098 1 3793729208 15412 0.000000 0.000000
0.889893 20.0 7231 8389 158859 1 3793729235 15620 0.000000 0.000000
0.988769 20.0 6093 9465 161497 3 3793729261 15558 0.000000 0.000000
1.076660 20.0 5158 10502 162115 1 3793729287 15660 0.000000 0.000000
1.164551 20.0 4140 11640 162476 0 3793729313 15780 0.000000 0.000000
1.252441 20.0 3123 12410 163110 4 3793729339 15533 0.000000 0.000000
1.340332 20.0 2507 13093 162879 7 3793729365 15600 0.000000 0.000000
1.417236 20.0 2007 13855 163149 1 3793729391 15862 0.000000 0.000000
1.494141 20.0 1829 13868 162817 0 3793729417 15697 0.000000 0.000000
1.593018 20.0 1916 13843 164538 0 3793729444 15759 0.000000 0.000000
1.680908 20.0 2253 13388 163647 2 3793729470 15641 0.000000 0.000000
1.768799 20.0 2702 12914 164609 2 3793729496 15616 0.000000 0.000000
