# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 70 11597 676829 7476 3764590798 11667 0.0000000 0.0000000 108.1499020 13.4156250
-1.5000000 60.0 115 11587 680234 7526 3764590863 11702 0.0000000 0.0000000 108.1499020 13.4156250
-1.2500000 60.0 282 11550 684710 7551 3764590927 11832 0.0000000 0.0000000 108.1499020 13.4156250
-1.0000000 60.0 524 11458 679993 7574 3764590991 11982 0.0000000 0.0000000 108.1499020 13.4156250
-0.7500000 60.0 603 11405 657727 7659 3764591055 12008 0.0000000 0.0000000 108.1499020 13.4156250
-0.5000000 60.0 638 11396 658328 7458 3764591119 12034 0.0000000 0.0000000 108.1499020 13.4156250
-0.2500000 60.0 514 11530 661420 7593 3764591183 12044 0.0000000 0.0000000 108.1499020 13.4156250
0.0000000 60.0 331 11484 662142 7500 3764591248 11815 0.0000000 0.0000000 108.1499020 13.4156250
0.2500000 60.0 139 11547 659857 7574 3764591312 11686 0.0000000 0.0000000 108.1499020 13.4156250
0.5000000 60.0 48 11474 657747 7582 3764591376 11522 0.0000000 0.0000000 108.1499020 13.4156250
0.7500000 60.0 126 11145 658898 7643 3764591440 11271 0.0000000 0.0000000 108.1499020 13.4156250
1.0000000 60.0 306 11416 650077 7371 3764591504 11722 0.0000000 0.0000000 108.1499020 13.4156250
1.2500000 60.0 487 11470 655253 7564 3764591568 11957 0.0000000 0.0000000 108.1499020 13.4156250
1.5000000 60.0 632 11362 652282 7561 3764591632 11994 0.0000000 0.0000000 108.1499020 13.4156250
1.7500000 60.0 630 11352 650493 7503 3764591697 11982 0.0000000 0.0000000 108.1499020 13.4156250
