# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 78 10769 690343 7380 3764635497 10847 0.0000000 0.0000000 109.5751950 13.5156250
-1.5000000 60.0 79 10524 629781 7486 3764635561 10603 0.0000000 0.0000000 109.5751950 13.5156250
-1.2500000 60.0 229 10495 638263 7552 3764635625 10724 0.0000000 0.0000000 109.5751950 13.5156250
-1.0000000 60.0 540 10490 628172 7514 3764635690 11030 0.0000000 0.0000000 109.5751950 13.5156250
-0.7500000 60.0 759 10442 622091 7437 3764635754 11201 0.0000000 0.0000000 109.5751950 13.5156250
-0.5000000 60.0 897 10219 626078 7678 3764635818 11116 0.0000000 0.0000000 109.5751950 13.5156250
-0.2500000 60.0 683 10703 637936 7398 3764635882 11386 0.0000000 0.0000000 109.5751950 13.5156250
0.0000000 60.0 538 10507 636633 7443 3764635947 11045 0.0000000 0.0000000 109.5751950 13.5156250
0.2500000 60.0 260 10636 628415 7393 3764636011 10896 0.0000000 0.0000000 109.5751950 13.5156250
0.5000000 60.0 85 10601 637583 7494 3764636075 10686 0.0000000 0.0000000 109.5751950 13.5156250
0.7500000 60.0 83 10613 693385 7481 3764636139 10696 0.0000000 0.0000000 109.5751950 13.5156250
1.0000000 60.0 263 10329 718323 7504 3764636203 10592 0.0000000 0.0000000 109.5751950 13.5156250
1.2500000 60.0 534 10586 712573 7416 3764636268 11120 0.0000000 0.0000000 109.5751950 13.5156250
1.5000000 60.0 709 10567 737247 7349 3764636332 11276 0.0000000 0.0000000 109.5751950 13.5156250
1.7500000 60.0 801 10397 716810 7621 3764636396 11198 0.0000000 0.0000000 109.5751950 13.5156250
