# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 78 11920 681348 7650 3764588448 11998 0.0000000 0.0000000 108.0751950 13.8656250
-1.5000000 60.0 86 12002 684030 7651 3764588512 12088 0.0000000 0.0000000 108.0751950 13.8656250
-1.2500000 60.0 220 11705 684367 7441 3764588576 11925 0.0000000 0.0000000 108.0751950 13.8656250
-1.0000000 60.0 456 11590 682769 7673 3764588640 12046 0.0000000 0.0000000 108.0751950 13.8656250
-0.7500000 60.0 635 11830 686316 7777 3764588704 12465 0.0000000 0.0000000 108.0751950 13.8656250
-0.5000000 60.0 666 11700 687624 7572 3764588768 12366 0.0000000 0.0000000 108.0751950 13.8656250
-0.2500000 60.0 566 11733 683665 7740 3764588833 12299 0.0000000 0.0000000 108.0751950 13.8656250
0.0000000 60.0 423 11701 689164 7761 3764588897 12124 0.0000000 0.0000000 108.0751950 13.8656250
0.2500000 60.0 184 11600 680997 7770 3764588961 11784 0.0000000 0.0000000 108.0751950 13.8656250
0.5000000 60.0 91 11807 684546 7731 3764589025 11898 0.0000000 0.0000000 108.0751950 13.8656250
0.7500000 60.0 80 11569 686815 7678 3764589089 11649 0.0000000 0.0000000 108.0751950 13.8656250
1.0000000 60.0 264 11656 683705 7640 3764589153 11920 0.0000000 0.0000000 108.0751950 13.8656250
1.2500000 60.0 434 11621 682395 7645 3764589217 12055 0.0000000 0.0000000 108.0751950 13.8656250
1.5000000 60.0 642 11723 683237 7525 3764589282 12365 0.0000000 0.0000000 108.0751950 13.8656250
1.7500000 60.0 696 11595 682481 7595 3764589346 12291 0.0000000 0.0000000 108.0751950 13.8656250
