# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 144 6622 682771 7310 3764602555 6766 0.0000000 0.0000000 108.5253910 13.2093750
-1.5000000 60.0 283 6599 682054 7483 3764602619 6882 0.0000000 0.0000000 108.5253910 13.2093750
-1.2500000 60.0 944 6580 681990 7610 3764602683 7524 0.0000000 0.0000000 108.5253910 13.2093750
-1.0000000 60.0 1724 6559 683141 7531 3764602748 8283 0.0000000 0.0000000 108.5253910 13.2093750
-0.7500000 60.0 2390 6521 684715 7677 3764602812 8911 0.0000000 0.0000000 108.5253910 13.2093750
-0.5000000 60.0 2623 6721 684543 7573 3764602876 9344 0.0000000 0.0000000 108.5253910 13.2093750
-0.2500000 60.0 2138 6629 684610 7475 3764602940 8767 0.0000000 0.0000000 108.5253910 13.2093750
0.0000000 60.0 1331 6555 680958 7468 3764603004 7886 0.0000000 0.0000000 108.5253910 13.2093750
0.2500000 60.0 528 6568 683403 7548 3764603069 7096 0.0000000 0.0000000 108.5253910 13.2093750
0.5000000 60.0 143 6545 683175 7510 3764603133 6688 0.0000000 0.0000000 108.5253910 13.2093750
0.7500000 60.0 331 6574 685534 7501 3764603197 6905 0.0000000 0.0000000 108.5253910 13.2093750
1.0000000 60.0 982 6483 687233 7525 3764603261 7465 0.0000000 0.0000000 108.5253910 13.2093750
1.2500000 60.0 1814 6614 682818 7565 3764603325 8428 0.0000000 0.0000000 108.5253910 13.2093750
1.5000000 60.0 2450 6693 683743 7601 3764603389 9143 0.0000000 0.0000000 108.5253910 13.2093750
1.7500000 60.0 2634 6660 681546 7625 3764603454 9294 0.0000000 0.0000000 108.5253910 13.2093750
