#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.197754 20.0 758 3308 128991 1909 3776739935 4066 0.000000 0.000000
0.000000 20.0 639 4236 127552 1227 3776739962 4875 0.000000 0.000000
0.197754 20.0 421 5168 129196 620 3776739988 5589 0.000000 0.000000
0.395508 20.0 272 5642 129666 283 3776740015 5914 0.000000 0.000000
0.593262 20.0 194 5747 127999 357 3776740042 5941 0.000000 0.000000
0.802002 20.0 247 5107 129293 727 3776740068 5354 0.000000 0.000000
0.999756 20.0 409 4409 128560 1255 3776740095 4818 0.000000 0.000000
1.186523 20.0 612 3495 129876 1948 3776740122 4107 0.000000 0.000000
1.384277 20.0 731 2801 129330 2196 3776740148 3532 0.000000 0.000000
1.604004 20.0 855 2786 128003 2299 3776740175 3641 0.000000 0.000000
1.812744 20.0 806 3104 127917 1969 3776740201 3910 0.000000 0.000000
1.999512 20.0 631 4016 128594 1381 3776740228 4647 0.000000 0.000000
2.186279 20.0 420 4968 128873 735 3776740255 5388 0.000000 0.000000
2.373047 20.0 261 5610 128084 338 3776740281 5871 0.000000 0.000000
2.603760 20.0 219 5547 128269 292 3776740308 5766 0.000000 0.000000
2.790527 20.0 232 5232 129259 737 3776740335 5464 0.000000 0.000000
2.988281 20.0 391 4325 128255 1251 3776740361 4716 0.000000 0.000000
