# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 255 10501 375690 10293 3770867277 10756 0.0000000 0.0000000 -0.1098630
-0.0858680 60.0 155 10471 375380 10292 3770867404 10626 0.0000000 0.0000000 -0.1098630
-0.0717360 60.0 113 10271 374897 10319 3770867531 10384 0.0000000 0.0000000 -0.1098630
-0.0646700 60.0 85 10489 376422 10291 3770867658 10574 0.0000000 0.0000000 -0.1098630
-0.0505380 60.0 160 10425 375389 10245 3770867785 10585 0.0000000 0.0000000 -0.1098630
-0.0364060 60.0 247 10498 375077 10206 3770867912 10745 0.0000000 0.0000000 -0.1098630
-0.0222740 60.0 349 10488 375221 10192 3770868039 10837 0.0000000 0.0000000 -0.1098630
-0.0081420 60.0 368 10620 375480 10281 3770868166 10988 0.0000000 0.0000000 -0.1098630
0.0059900 60.0 349 10421 370210 10349 3770868293 10770 0.0000000 0.0000000 -0.1098630
0.0201220 60.0 328 10404 371712 10207 3770868420 10732 0.0000000 0.0000000 -0.1098630
0.0342540 60.0 192 10734 370497 10469 3770868547 10926 0.0000000 0.0000000 -0.1098630
0.0483860 60.0 111 10535 371490 10283 3770868674 10646 0.0000000 0.0000000 -0.1098630
0.0625180 60.0 87 10407 370393 10390 3770868801 10494 0.0000000 0.0000000 -0.1098630
0.0766500 60.0 125 10672 370530 10303 3770868928 10797 0.0000000 0.0000000 -0.1098630
0.0907820 60.0 245 10514 374804 10108 3770869055 10759 0.0000000 0.0000000 -0.1098630
0.1049140 60.0 307 10503 374003 10263 3770869182 10810 0.0000000 0.0000000 -0.1098630
