# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 582 6945 371064 10370 3770897218 7527 0.0000000 0.0000000 0.8020020
-0.0858680 60.0 374 7027 371341 10360 3770897345 7401 0.0000000 0.0000000 0.8020020
-0.0717360 60.0 243 6932 371148 10339 3770897473 7175 0.0000000 0.0000000 0.8020020
-0.0646700 60.0 296 7044 370636 10195 3770897600 7340 0.0000000 0.0000000 0.8020020
-0.0505380 60.0 444 7114 367334 10328 3770897727 7558 0.0000000 0.0000000 0.8020020
-0.0364060 60.0 706 7061 368221 10243 3770897854 7767 0.0000000 0.0000000 0.8020020
-0.0222740 60.0 960 6981 367858 10290 3770897981 7941 0.0000000 0.0000000 0.8020020
-0.0081420 60.0 1049 7132 368523 10444 3770898108 8181 0.0000000 0.0000000 0.8020020
0.0059900 60.0 994 7127 368358 10458 3770898236 8121 0.0000000 0.0000000 0.8020020
0.0201220 60.0 802 6868 367858 10307 3770898363 7670 0.0000000 0.0000000 0.8020020
0.0342540 60.0 497 6999 368016 10402 3770898490 7496 0.0000000 0.0000000 0.8020020
0.0483860 60.0 277 7094 367679 10374 3770898617 7371 0.0000000 0.0000000 0.8020020
0.0625180 60.0 259 7076 368505 10300 3770898744 7335 0.0000000 0.0000000 0.8020020
0.0766500 60.0 438 7019 368652 10133 3770898872 7457 0.0000000 0.0000000 0.8020020
0.0907820 60.0 731 7038 368647 10300 3770898999 7769 0.0000000 0.0000000 0.8020020
0.1049140 60.0 1015 6967 368622 10066 3770899126 7982 0.0000000 0.0000000 0.8020020
