# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 487 8175 377944 10247 3770845509 8662 0.0000000 0.0000000 -0.7360840
-0.0858680 60.0 313 8133 379185 10268 3770845636 8446 0.0000000 0.0000000 -0.7360840
-0.0717360 60.0 168 8015 378960 10359 3770845763 8183 0.0000000 0.0000000 -0.7360840
-0.0646700 60.0 210 8126 378344 10281 3770845890 8336 0.0000000 0.0000000 -0.7360840
-0.0505380 60.0 308 8136 379205 10400 3770846017 8444 0.0000000 0.0000000 -0.7360840
-0.0364060 60.0 523 8018 379202 10030 3770846144 8541 0.0000000 0.0000000 -0.7360840
-0.0222740 60.0 758 8032 375621 10299 3770846272 8790 0.0000000 0.0000000 -0.7360840
-0.0081420 60.0 873 7971 374819 10304 3770846398 8844 0.0000000 0.0000000 -0.7360840
0.0059900 60.0 795 7921 375977 10185 3770846526 8716 0.0000000 0.0000000 -0.7360840
0.0201220 60.0 600 7976 374939 10335 3770846653 8576 0.0000000 0.0000000 -0.7360840
0.0342540 60.0 417 8062 375376 10162 3770846780 8479 0.0000000 0.0000000 -0.7360840
0.0483860 60.0 214 7997 375091 10276 3770846907 8211 0.0000000 0.0000000 -0.7360840
0.0625180 60.0 181 8113 374681 10410 3770847034 8294 0.0000000 0.0000000 -0.7360840
0.0766500 60.0 309 8142 374707 10263 3770847161 8451 0.0000000 0.0000000 -0.7360840
0.0907820 60.0 515 8239 375674 10272 3770847288 8754 0.0000000 0.0000000 -0.7360840
0.1049140 60.0 741 8016 375358 10192 3770847415 8757 0.0000000 0.0000000 -0.7360840
