# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 263 10140 378007 10304 3770873262 10403 0.0000000 0.0000000 0.0769040
-0.0858680 60.0 152 10532 377965 10300 3770873389 10684 0.0000000 0.0000000 0.0769040
-0.0717360 60.0 86 10344 377821 10174 3770873516 10430 0.0000000 0.0000000 0.0769040
-0.0646700 60.0 105 10358 378301 10167 3770873643 10463 0.0000000 0.0000000 0.0769040
-0.0505380 60.0 179 10329 378355 10348 3770873770 10508 0.0000000 0.0000000 0.0769040
-0.0364060 60.0 240 10244 377320 10306 3770873897 10484 0.0000000 0.0000000 0.0769040
-0.0222740 60.0 369 10231 378116 10210 3770874024 10600 0.0000000 0.0000000 0.0769040
-0.0081420 60.0 443 10199 378503 10314 3770874151 10642 0.0000000 0.0000000 0.0769040
0.0059900 60.0 405 10400 377184 10344 3770874278 10805 0.0000000 0.0000000 0.0769040
0.0201220 60.0 339 10270 376628 10147 3770874405 10609 0.0000000 0.0000000 0.0769040
0.0342540 60.0 251 10425 376286 10297 3770874532 10676 0.0000000 0.0000000 0.0769040
0.0483860 60.0 134 10372 377047 10204 3770874659 10506 0.0000000 0.0000000 0.0769040
0.0625180 60.0 109 10355 377043 10259 3770874786 10464 0.0000000 0.0000000 0.0769040
0.0766500 60.0 133 10287 375135 10195 3770874913 10420 0.0000000 0.0000000 0.0769040
0.0907820 60.0 250 10263 373422 10190 3770875040 10513 0.0000000 0.0000000 0.0769040
0.1049140 60.0 323 10404 373141 10292 3770875167 10727 0.0000000 0.0000000 0.0769040
