# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 271 10591 375641 10102 3770864285 10862 0.0000000 0.0000000 -0.1977540
-0.0858680 60.0 135 10400 375691 10034 3770864412 10535 0.0000000 0.0000000 -0.1977540
-0.0717360 60.0 107 10336 375607 10238 3770864539 10443 0.0000000 0.0000000 -0.1977540
-0.0646700 60.0 95 10423 374854 10184 3770864666 10518 0.0000000 0.0000000 -0.1977540
-0.0505380 60.0 141 10436 374083 10235 3770864793 10577 0.0000000 0.0000000 -0.1977540
-0.0364060 60.0 230 10417 374938 10295 3770864920 10647 0.0000000 0.0000000 -0.1977540
-0.0222740 60.0 319 10448 374470 10291 3770865047 10767 0.0000000 0.0000000 -0.1977540
-0.0081420 60.0 433 10508 374939 10285 3770865174 10941 0.0000000 0.0000000 -0.1977540
0.0059900 60.0 409 10603 375265 10428 3770865301 11012 0.0000000 0.0000000 -0.1977540
0.0201220 60.0 348 10529 375028 10299 3770865428 10877 0.0000000 0.0000000 -0.1977540
0.0342540 60.0 209 10408 374654 10325 3770865555 10617 0.0000000 0.0000000 -0.1977540
0.0483860 60.0 106 10432 375151 10167 3770865682 10538 0.0000000 0.0000000 -0.1977540
0.0625180 60.0 83 10625 374946 10347 3770865809 10708 0.0000000 0.0000000 -0.1977540
0.0766500 60.0 139 10412 374684 10317 3770865936 10551 0.0000000 0.0000000 -0.1977540
0.0907820 60.0 210 10354 374208 10327 3770866063 10564 0.0000000 0.0000000 -0.1977540
0.1049140 60.0 384 10537 375007 10151 3770866190 10921 0.0000000 0.0000000 -0.1977540
