# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.505127 20.0 1501 15631 182283 1 3795944171 17132 0.000000 0.000000
-1.417236 20.0 1890 15028 183135 1 3795944197 16918 0.000000 0.000000
-1.329346 20.0 2585 14381 181330 2 3795944223 16966 0.000000 0.000000
-1.219482 20.0 3668 13344 181141 0 3795944249 17012 0.000000 0.000000
-1.142578 20.0 4837 12271 180782 5 3795944275 17108 0.000000 0.000000
-1.054688 20.0 6222 10959 181473 3 3795944302 17181 0.000000 0.000000
-0.955811 20.0 7489 9501 180838 2 3795944328 16990 0.000000 0.000000
-0.867920 20.0 8547 8523 183204 4 3795944354 17070 0.000000 0.000000
-0.780029 20.0 9560 7433 182665 4 3795944380 16993 0.000000 0.000000
-0.692139 20.0 10410 6517 183486 3 3795944406 16927 0.000000 0.000000
-0.615234 20.0 10878 6150 182594 5 3795944432 17028 0.000000 0.000000
-0.516357 20.0 11214 6092 183650 1 3795944458 17306 0.000000 0.000000
-0.428467 20.0 10689 6284 183401 1 3795944484 16973 0.000000 0.000000
-0.318603 20.0 10181 7015 181991 4 3795944511 17196 0.000000 0.000000
-0.241699 20.0 9351 7783 182018 1 3795944537 17134 0.000000 0.000000
-0.153809 20.0 8318 8901 181413 3 3795944563 17219 0.000000 0.000000
-0.054932 20.0 6913 10220 183350 3 3795944589 17133 0.000000 0.000000
0.043945 20.0 5565 11627 141463 2 3795944615 17192 0.000000 0.000000
0.109863 20.0 4568 12436 132261 2 3795944641 17004 0.000000 0.000000
0.208740 20.0 3557 13562 132086 3 3795944667 17119 0.000000 0.000000
0.296631 20.0 2511 14509 132229 4 3795944693 17020 0.000000 0.000000
0.384522 20.0 1809 15150 132347 1 3795944720 16959 0.000000 0.000000
0.472412 20.0 1434 15805 132542 3 3795944746 17239 0.000000 0.000000
0.571289 20.0 1569 15475 132442 2 3795944772 17044 0.000000 0.000000
0.670166 20.0 1926 15171 132212 0 3795944798 17097 0.000000 0.000000
0.747070 20.0 2768 14589 132142 3 3795944824 17357 0.000000 0.000000
0.834961 20.0 3611 13450 132648 5 3795944850 17061 0.000000 0.000000
0.933838 20.0 4863 12009 132395 1 3795944876 16872 0.000000 0.000000
1.021729 20.0 6233 10877 132686 3 3795944902 17110 0.000000 0.000000
1.109619 20.0 7424 9807 133015 0 3795944929 17231 0.000000 0.000000
1.197510 20.0 8636 8374 133398 4 3795944955 17010 0.000000 0.000000
1.296387 20.0 9576 7442 133499 1 3795944981 17018 0.000000 0.000000
1.384277 20.0 10377 6676 133776 3 3795945007 17053 0.000000 0.000000
1.472168 20.0 10953 6168 133837 5 3795945033 17121 0.000000 0.000000
1.560059 20.0 11053 6211 133891 2 3795945059 17264 0.000000 0.000000
