# Coil O-Beam err ps_pos
-1.4000000 0.0335622 0.0017889 -0.0219730
-1.2000000 0.0270889 0.0016074 -0.0219730
-1.0000000 0.0186491 0.0013424 -0.0219730
-0.8000000 0.0105566 0.0010065 -0.0219730
-0.6000000 0.0104406 0.0010000 -0.0219730
-0.4000000 0.0102545 0.0009867 -0.0219730
-0.2000000 0.0163591 0.0012474 -0.0219730
0.0000000 0.0249353 0.0015464 -0.0219730
0.2000000 0.0305300 0.0017014 -0.0219730
0.4000000 0.0359028 0.0018394 -0.0219730
0.6000000 0.0377142 0.0019000 -0.0219730
0.8000000 0.0339497 0.0017943 -0.0219730
1.0000000 0.0298239 0.0016804 -0.0219730
1.2000000 0.0221324 0.0014594 -0.0219730
1.4000000 0.0136529 0.0011417 -0.0219730
