# Coil O-Beam err ps_pos
-1.4000000 0.0646628 0.0026781 -0.5493160
-1.2000000 0.0482308 0.0022915 -0.5493160
-1.0000000 0.0336968 0.0019169 -0.5493160
-0.8000000 0.0218020 0.0015573 -0.5493160
-0.6000000 0.0161168 0.0013203 -0.5493160
-0.4000000 0.0183744 0.0014093 -0.5493160
-0.2000000 0.0272658 0.0017244 -0.5493160
0.0000000 0.0461048 0.0022524 -0.5493160
0.2000000 0.0592479 0.0025449 -0.5493160
0.4000000 0.0717814 0.0028069 -0.5493160
0.6000000 0.0758001 0.0029175 -0.5493160
0.8000000 0.0582086 0.0025308 -0.5493160
1.0000000 0.0507381 0.0023555 -0.5493160
1.2000000 0.0337786 0.0019310 -0.5493160
1.4000000 0.0215172 0.0015369 -0.5493160
