# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.505127 20.0 1867 18964 178128 5 3795811802 20831 0.000000 0.000000
-1.417236 20.0 2309 18741 177845 1 3795811828 21050 0.000000 0.000000
-1.329346 20.0 3218 17798 177613 3 3795811854 21016 0.000000 0.000000
-1.230469 20.0 4361 16445 178019 3 3795811880 20806 0.000000 0.000000
-1.153565 20.0 5646 15468 177874 2 3795811906 21114 0.000000 0.000000
-1.054688 20.0 7108 14225 177622 2 3795811932 21333 0.000000 0.000000
-0.955811 20.0 8676 12162 177579 2 3795811958 20838 0.000000 0.000000
-0.867920 20.0 9976 10902 177494 1 3795811985 20878 0.000000 0.000000
-0.791016 20.0 11027 10057 177061 5 3795812011 21084 0.000000 0.000000
-0.703125 20.0 12123 8931 177639 3 3795812037 21054 0.000000 0.000000
-0.615234 20.0 12838 8370 177455 4 3795812063 21208 0.000000 0.000000
-0.505371 20.0 12595 8139 177610 5 3795812089 20734 0.000000 0.000000
-0.428467 20.0 12711 8367 177928 7 3795812115 21078 0.000000 0.000000
-0.329590 20.0 11818 8994 177816 0 3795812141 20812 0.000000 0.000000
-0.241699 20.0 10978 10009 177703 1 3795812167 20987 0.000000 0.000000
-0.153809 20.0 9884 11203 177489 3 3795812194 21087 0.000000 0.000000
-0.043945 20.0 8034 12883 177189 2 3795812220 20917 0.000000 0.000000
0.021973 20.0 6429 14584 163527 3 3795812246 21013 0.000000 0.000000
0.120850 20.0 5380 15625 155360 5 3795812272 21005 0.000000 0.000000
0.197754 20.0 4065 17206 155202 3 3795812298 21271 0.000000 0.000000
0.296631 20.0 2939 17812 155712 3 3795812324 20751 0.000000 0.000000
0.384522 20.0 2107 18581 155571 1 3795812350 20688 0.000000 0.000000
0.472412 20.0 1698 19074 156012 1 3795812376 20772 0.000000 0.000000
0.560303 20.0 1838 19179 155729 6 3795812402 21017 0.000000 0.000000
0.648193 20.0 2216 18832 155740 4 3795812429 21048 0.000000 0.000000
0.736084 20.0 3133 17751 155590 7 3795812455 20884 0.000000 0.000000
0.823975 20.0 4294 17025 155670 3 3795812481 21319 0.000000 0.000000
0.933838 20.0 5649 15152 155581 0 3795812507 20801 0.000000 0.000000
1.021729 20.0 7014 13952 155430 3 3795812533 20966 0.000000 0.000000
1.098633 20.0 8391 12475 155639 2 3795812559 20866 0.000000 0.000000
1.186523 20.0 9970 10917 155132 1 3795812585 20887 0.000000 0.000000
1.285400 20.0 11290 9975 155001 4 3795812611 21265 0.000000 0.000000
1.384277 20.0 12233 9061 155263 3 3795812638 21294 0.000000 0.000000
1.461182 20.0 13514 7724 154999 3 3795812664 21238 0.000000 0.000000
1.560059 20.0 13593 7668 155008 2 3795812690 21261 0.000000 0.000000
