# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.505127 20.0 11211 6257 159789 3 3796052747 17468 0.000000 0.000000
-1.417236 20.0 11144 6617 159488 3 3796052773 17761 0.000000 0.000000
-1.318359 20.0 10387 7213 159660 5 3796052799 17600 0.000000 0.000000
-1.230469 20.0 9448 8176 159509 2 3796052825 17624 0.000000 0.000000
-1.142578 20.0 8485 9366 159596 6 3796052851 17851 0.000000 0.000000
-1.054688 20.0 7133 10613 159330 5 3796052878 17746 0.000000 0.000000
-0.966797 20.0 5674 11993 159162 1 3796052904 17667 0.000000 0.000000
-0.878906 20.0 4397 13306 159154 1 3796052930 17703 0.000000 0.000000
-0.791016 20.0 3167 14237 159300 3 3796052956 17404 0.000000 0.000000
-0.703125 20.0 2465 15330 159461 2 3796052983 17795 0.000000 0.000000
-0.604248 20.0 1824 15845 159144 3 3796053009 17669 0.000000 0.000000
-0.505371 20.0 1493 16225 159384 3 3796053035 17718 0.000000 0.000000
-0.417480 20.0 1709 16019 159713 1 3796053061 17728 0.000000 0.000000
-0.340576 20.0 2221 15515 159562 1 3796053088 17736 0.000000 0.000000
-0.241699 20.0 2996 14839 159637 4 3796053114 17835 0.000000 0.000000
-0.153809 20.0 4055 13741 159603 5 3796053140 17796 0.000000 0.000000
-0.065918 20.0 5478 12228 159776 2 3796053166 17706 0.000000 0.000000
0.032959 20.0 6708 11024 159685 6 3796053192 17732 0.000000 0.000000
0.120850 20.0 7997 9863 159664 3 3796053219 17860 0.000000 0.000000
0.208740 20.0 9233 8441 159480 4 3796053245 17674 0.000000 0.000000
0.296631 20.0 10115 7771 159738 1 3796053271 17886 0.000000 0.000000
0.384522 20.0 10811 6769 159524 3 3796053297 17580 0.000000 0.000000
0.472412 20.0 11526 6192 159667 4 3796053324 17718 0.000000 0.000000
0.571289 20.0 11582 6120 159597 4 3796053350 17702 0.000000 0.000000
0.648193 20.0 11215 6643 159589 2 3796053376 17858 0.000000 0.000000
0.736084 20.0 10292 7315 159727 0 3796053402 17607 0.000000 0.000000
0.834961 20.0 9360 8305 159632 3 3796053429 17665 0.000000 0.000000
0.922852 20.0 8351 9333 159822 2 3796053455 17684 0.000000 0.000000
1.021729 20.0 7201 10592 159789 2 3796053481 17793 0.000000 0.000000
1.098633 20.0 5593 12083 159897 2 3796053507 17676 0.000000 0.000000
1.186523 20.0 4272 13281 159806 2 3796053534 17553 0.000000 0.000000
1.285400 20.0 3198 14333 159965 4 3796053560 17531 0.000000 0.000000
1.373291 20.0 2357 15412 159777 4 3796053586 17769 0.000000 0.000000
1.472168 20.0 1668 15916 159610 4 3796053612 17584 0.000000 0.000000
1.549072 20.0 1543 16047 159824 2 3796053638 17590 0.000000 0.000000
