# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1354 5445 633254 7799 3764552118 6799 0.0000000 0.0000000 109.9497070
5.0000000 60.0 2115 5686 613038 7923 3764552186 7801 0.0000000 0.0000000 109.9497070
10.0000000 60.0 2529 5678 677025 8038 3764552253 8207 0.0000000 0.0000000 109.9497070
15.0000000 60.0 2528 5574 699246 7882 3764552321 8102 0.0000000 0.0000000 109.9497070
20.0000000 60.0 2088 5702 717113 8064 3764552388 7790 0.0000000 0.0000000 109.9497070
25.0000000 60.0 1382 5644 702763 7885 3764552456 7026 0.0000000 0.0000000 109.9497070
30.0000000 60.0 566 5680 683634 7872 3764552524 6246 0.0000000 0.0000000 109.9497070
35.0000000 60.0 172 5534 649769 8077 3764552591 5706 0.0000000 0.0000000 109.9497070
40.0000000 60.0 270 5561 650724 7904 3764552659 5831 0.0000000 0.0000000 109.9497070
45.0000000 60.0 781 5529 649928 7769 3764552726 6310 0.0000000 0.0000000 109.9497070
50.0000000 60.0 1463 5621 624238 7864 3764552794 7084 0.0000000 0.0000000 109.9497070
55.0000000 60.0 2234 5530 621950 7832 3764552862 7764 0.0000000 0.0000000 109.9497070
60.0000000 60.0 2522 5582 631043 7894 3764552929 8104 0.0000000 0.0000000 109.9497070
65.0000000 60.0 2513 5608 627298 7968 3764552997 8121 0.0000000 0.0000000 109.9497070
70.0000000 60.0 1725 5552 624450 7827 3764553064 7277 0.0000000 0.0000000 109.9497070
75.0000000 60.0 966 5470 630894 7841 3764553132 6436 0.0000000 0.0000000 109.9497070
80.0000000 60.0 320 5596 620269 7900 3764553199 5916 0.0000000 0.0000000 109.9497070
85.0000000 60.0 145 5631 698418 7922 3764553267 5776 0.0000000 0.0000000 109.9497070
90.0000000 60.0 488 5532 708058 8000 3764553335 6020 0.0000000 0.0000000 109.9497070
95.0000000 60.0 1181 5533 686368 7853 3764553402 6714 0.0000000 0.0000000 109.9497070
