# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 987 7516 618355 7815 3764556828 8503 0.0000000 0.0000000 110.0996090
5.0000000 60.0 1419 7440 626432 7692 3764556896 8859 0.0000000 0.0000000 110.0996090
10.0000000 60.0 1744 7724 627971 7955 3764556963 9468 0.0000000 0.0000000 110.0996090
15.0000000 60.0 1664 7799 668341 7994 3764557031 9463 0.0000000 0.0000000 110.0996090
20.0000000 60.0 1458 7613 699799 8010 3764557098 9071 0.0000000 0.0000000 110.0996090
25.0000000 60.0 854 7752 640459 7910 3764557166 8606 0.0000000 0.0000000 110.0996090
30.0000000 60.0 448 7359 638513 7845 3764557234 7807 0.0000000 0.0000000 110.0996090
35.0000000 60.0 120 7333 641039 7665 3764557301 7453 0.0000000 0.0000000 110.0996090
40.0000000 60.0 222 7361 673832 7955 3764557369 7583 0.0000000 0.0000000 110.0996090
45.0000000 60.0 624 7449 690963 7889 3764557437 8073 0.0000000 0.0000000 110.0996090
50.0000000 60.0 1127 7522 661395 7714 3764557504 8649 0.0000000 0.0000000 110.0996090
55.0000000 60.0 1550 7541 664725 7939 3764557572 9091 0.0000000 0.0000000 110.0996090
60.0000000 60.0 1910 7507 630866 7775 3764557640 9417 0.0000000 0.0000000 110.0996090
65.0000000 60.0 1653 7299 639461 7915 3764557707 8952 0.0000000 0.0000000 110.0996090
70.0000000 60.0 1214 7229 719272 7851 3764557775 8443 0.0000000 0.0000000 110.0996090
75.0000000 60.0 606 7348 647332 8000 3764557842 7954 0.0000000 0.0000000 110.0996090
80.0000000 60.0 243 7658 661709 7943 3764557910 7901 0.0000000 0.0000000 110.0996090
85.0000000 60.0 96 7612 688809 7877 3764557978 7708 0.0000000 0.0000000 110.0996090
90.0000000 60.0 324 7419 717288 7851 3764558045 7743 0.0000000 0.0000000 110.0996090
95.0000000 60.0 842 7233 708232 8029 3764558113 8075 0.0000000 0.0000000 110.0996090
