# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1342 9861 653651 7852 3764391680 11203 0.0000000 0.0000000 109.9497070
5.0000000 60.0 1913 9794 620468 7744 3764391747 11707 0.0000000 0.0000000 109.9497070
10.0000000 60.0 2108 9952 680178 7764 3764391815 12060 0.0000000 0.0000000 109.9497070
15.0000000 60.0 2024 9690 683705 7796 3764391882 11714 0.0000000 0.0000000 109.9497070
20.0000000 60.0 1530 9797 653800 7841 3764391950 11327 0.0000000 0.0000000 109.9497070
25.0000000 60.0 914 9857 629379 7726 3764392018 10771 0.0000000 0.0000000 109.9497070
30.0000000 60.0 429 9681 676957 7746 3764392085 10110 0.0000000 0.0000000 109.9497070
35.0000000 60.0 217 9927 686390 7781 3764392153 10144 0.0000000 0.0000000 109.9497070
40.0000000 60.0 404 9839 685157 7934 3764392221 10243 0.0000000 0.0000000 109.9497070
45.0000000 60.0 963 9888 690590 7801 3764392288 10851 0.0000000 0.0000000 109.9497070
50.0000000 60.0 1523 9989 661438 7783 3764392356 11512 0.0000000 0.0000000 109.9497070
55.0000000 60.0 2052 9720 640053 7814 3764392423 11772 0.0000000 0.0000000 109.9497070
60.0000000 60.0 2159 9685 628128 7748 3764392491 11844 0.0000000 0.0000000 109.9497070
65.0000000 60.0 1895 9793 626855 7741 3764392559 11688 0.0000000 0.0000000 109.9497070
70.0000000 60.0 1184 9912 623754 7726 3764392626 11096 0.0000000 0.0000000 109.9497070
75.0000000 60.0 623 9825 686019 7663 3764392694 10448 0.0000000 0.0000000 109.9497070
80.0000000 60.0 291 9585 666136 7715 3764392761 9876 0.0000000 0.0000000 109.9497070
85.0000000 60.0 265 9892 654321 7680 3764392829 10157 0.0000000 0.0000000 109.9497070
90.0000000 60.0 638 10062 710122 7869 3764392897 10700 0.0000000 0.0000000 109.9497070
95.0000000 60.0 1265 9932 621928 7807 3764392964 11197 0.0000000 0.0000000 109.9497070
