# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1319 9894 605055 7525 3764342262 11213 0.0000000 0.0000000 108.3750000
5.0000000 60.0 1760 9593 603817 7545 3764342330 11353 0.0000000 0.0000000 108.3750000
10.0000000 60.0 2102 9602 606125 7421 3764342397 11704 0.0000000 0.0000000 108.3750000
15.0000000 60.0 2031 9338 608268 7562 3764342465 11369 0.0000000 0.0000000 108.3750000
20.0000000 60.0 1510 9494 601472 7524 3764342532 11004 0.0000000 0.0000000 108.3750000
25.0000000 60.0 867 9491 601900 7532 3764342599 10358 0.0000000 0.0000000 108.3750000
30.0000000 60.0 418 9394 605173 7574 3764342667 9812 0.0000000 0.0000000 108.3750000
35.0000000 60.0 182 9369 603568 7609 3764342735 9551 0.0000000 0.0000000 108.3750000
40.0000000 60.0 429 9621 606245 7338 3764342802 10050 0.0000000 0.0000000 108.3750000
45.0000000 60.0 973 9222 611053 7414 3764342870 10195 0.0000000 0.0000000 108.3750000
50.0000000 60.0 1419 9758 604764 7355 3764342937 11177 0.0000000 0.0000000 108.3750000
55.0000000 60.0 1869 9881 607342 7625 3764343005 11750 0.0000000 0.0000000 108.3750000
60.0000000 60.0 2103 9219 603988 7536 3764343072 11322 0.0000000 0.0000000 108.3750000
65.0000000 60.0 1786 9715 603468 7321 3764343140 11501 0.0000000 0.0000000 108.3750000
70.0000000 60.0 1196 9531 605411 7456 3764343207 10727 0.0000000 0.0000000 108.3750000
75.0000000 60.0 642 9664 604719 7471 3764343275 10306 0.0000000 0.0000000 108.3750000
80.0000000 60.0 267 9561 605604 7682 3764343343 9828 0.0000000 0.0000000 108.3750000
85.0000000 60.0 248 9460 606761 7438 3764343410 9708 0.0000000 0.0000000 108.3750000
90.0000000 60.0 657 9437 604746 7531 3764343478 10094 0.0000000 0.0000000 108.3750000
95.0000000 60.0 1188 9619 604818 7572 3764343545 10807 0.0000000 0.0000000 108.3750000
