# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 712 5399 618530 2025 3764083950 6111 0.0000000 0.0000000 108.1499020
5.0000000 60.0 1072 5487 617866 1936 3764084017 6559 0.0000000 0.0000000 108.1499020
10.0000000 60.0 1349 5549 623976 1844 3764084085 6898 0.0000000 0.0000000 108.1499020
15.0000000 60.0 1361 5361 632750 1867 3764084152 6722 0.0000000 0.0000000 108.1499020
20.0000000 60.0 1071 5527 640725 1972 3764084220 6598 0.0000000 0.0000000 108.1499020
25.0000000 60.0 639 5579 637240 1980 3764084287 6218 0.0000000 0.0000000 108.1499020
30.0000000 60.0 316 5397 650199 1946 3764084355 5713 0.0000000 0.0000000 108.1499020
35.0000000 60.0 97 5404 635379 1858 3764084422 5501 0.0000000 0.0000000 108.1499020
40.0000000 60.0 190 5424 605563 1887 3764084490 5614 0.0000000 0.0000000 108.1499020
45.0000000 60.0 473 5571 632391 1923 3764084557 6044 0.0000000 0.0000000 108.1499020
50.0000000 60.0 886 5506 658359 1976 3764084625 6392 0.0000000 0.0000000 108.1499020
55.0000000 60.0 1211 5552 659114 1944 3764084693 6763 0.0000000 0.0000000 108.1499020
60.0000000 60.0 1407 5616 644057 2033 3764084760 7023 0.0000000 0.0000000 108.1499020
65.0000000 60.0 1314 5583 625549 1899 3764084828 6897 0.0000000 0.0000000 108.1499020
70.0000000 60.0 927 5408 694341 1901 3764084895 6335 0.0000000 0.0000000 108.1499020
75.0000000 60.0 469 5604 674932 1906 3764084963 6073 0.0000000 0.0000000 108.1499020
80.0000000 60.0 188 5456 646142 1945 3764085030 5644 0.0000000 0.0000000 108.1499020
85.0000000 60.0 96 5460 648695 1938 3764085098 5556 0.0000000 0.0000000 108.1499020
90.0000000 60.0 269 5423 641811 1960 3764085165 5692 0.0000000 0.0000000 108.1499020
95.0000000 60.0 672 5649 622344 1942 3764085233 6321 0.0000000 0.0000000 108.1499020
