# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 806 5475 616115 1979 3764114534 6281 0.0000000 0.0000000 109.1254880
5.0000000 60.0 1269 5452 638402 2045 3764114601 6721 0.0000000 0.0000000 109.1254880
10.0000000 60.0 1442 5478 675645 2020 3764114669 6920 0.0000000 0.0000000 109.1254880
15.0000000 60.0 1485 5367 613756 1983 3764114736 6852 0.0000000 0.0000000 109.1254880
20.0000000 60.0 1190 5437 614289 1949 3764114804 6627 0.0000000 0.0000000 109.1254880
25.0000000 60.0 786 5308 597903 2017 3764114871 6094 0.0000000 0.0000000 109.1254880
30.0000000 60.0 344 5412 593992 2001 3764114939 5756 0.0000000 0.0000000 109.1254880
35.0000000 60.0 124 5514 693424 2039 3764115007 5638 0.0000000 0.0000000 109.1254880
40.0000000 60.0 163 5498 676101 1970 3764115074 5661 0.0000000 0.0000000 109.1254880
45.0000000 60.0 472 5449 664761 2039 3764115142 5921 0.0000000 0.0000000 109.1254880
50.0000000 60.0 905 5358 654782 2023 3764115209 6263 0.0000000 0.0000000 109.1254880
55.0000000 60.0 1334 5467 655358 1956 3764115277 6801 0.0000000 0.0000000 109.1254880
60.0000000 60.0 1513 5490 674442 1906 3764115344 7003 0.0000000 0.0000000 109.1254880
65.0000000 60.0 1393 5533 678308 1988 3764115412 6926 0.0000000 0.0000000 109.1254880
70.0000000 60.0 1034 5196 665737 1975 3764115480 6230 0.0000000 0.0000000 109.1254880
75.0000000 60.0 590 5394 642694 2077 3764115547 5984 0.0000000 0.0000000 109.1254880
80.0000000 60.0 185 5455 697956 2077 3764115615 5640 0.0000000 0.0000000 109.1254880
85.0000000 60.0 88 5393 682009 1952 3764115682 5481 0.0000000 0.0000000 109.1254880
90.0000000 60.0 289 5345 673236 1971 3764115750 5634 0.0000000 0.0000000 109.1254880
95.0000000 60.0 751 5384 654973 1951 3764115817 6135 0.0000000 0.0000000 109.1254880
