*Begin rocking: 15/11/2023 16:54:53
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4770100	5	98	817	30746	231	915
         1	0.4770500	5	115	1039	31006	293	1154
         2	0.4771000	5	124	1251	30839	370	1375
         3	0.4771500	5	156	1408	30983	422	1564
         4	0.4772000	5	180	1372	31055	465	1552
         5	0.4772500	5	199	1151	30866	524	1350
         6	0.4772900	5	154	957	30834	410	1111
         7	0.4773400	5	160	700	31153	342	860
         8	0.4773900	5	134	371	30876	244	505
         9	0.4774600	5	109	187	31027	186	296
        10	0.4775000	5	82	160	30928	107	242
        11	0.4775500	5	68	158	30907	106	226
        12	0.4776100	5	63	182	30982	89	245
        13	0.4776600	5	30	131	30885	39	161
        14	0.4777000	5	8	121	31033	14	129
        15	0.4777600	5	8	97	31225	6	105
        16	0.4778100	5	8	101	31165	19	109
        17	0.4778500	5	16	86	31320	17	102
        18	0.4779100	5	34	135	31237	47	169
        19	0.4779500	5	36	149	31501	40	185
        20	0.4780000	5	13	127	31274	17	140
        21	0.4780600	5	6	128	31280	16	134
        22	0.4781000	5	11	143	31428	10	154
        23	0.4781500	5	10	187	31118	17	197
        24	0.4782000	5	15	238	31159	20	253
        25	0.4782500	5	35	365	30679	62	400
        26	0.4782900	5	54	451	31053	122	505
        27	0.4783600	5	81	674	31247	205	755
        28	0.4784100	5	116	998	31120	288	1114
        29	0.4784400	5	142	1191	31194	331	1333
        30	0.4785100	5	137	1343	31359	468	1480
        31	0.4785500	5	168	1303	31002	473	1471
        32	0.4786200	5	197	1121	31113	438	1318
        33	0.4786600	5	169	961	31155	436	1130
        34	0.4787000	5	160	600	31319	405	760
*stopped by user: 15/11/2023 16:58:47
