*Begin rocking: 25/10/2023 17:52:52
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4778000	4	57	336	25929	212	393
         1	0.4778400	4	64	405	25803	276	469
         2	0.4779000	4	103	438	26104	320	541
         3	0.4779500	4	121	644	25983	432	765
         4	0.4780000	4	147	786	26084	469	933
         5	0.4780500	4	144	1151	26063	615	1295
         6	0.4781000	4	170	1532	26260	737	1702
         7	0.4781500	4	184	1990	26084	767	2174
         8	0.4781900	4	205	2253	26021	863	2458
         9	0.4782600	4	247	2407	26134	912	2654
        10	0.4783000	4	228	2244	26093	838	2472
        11	0.4783400	4	284	2133	26058	779	2417
        12	0.4784000	4	320	1779	25978	821	2099
        13	0.4784600	4	306	1320	26110	690	1626
        14	0.4785100	4	287	975	25911	558	1262
        15	0.4785500	4	191	713	26081	466	904
        16	0.4786000	4	217	591	26103	455	808
        17	0.4786600	4	162	541	25894	324	703
        18	0.4787100	4	102	432	26093	274	534
        19	0.4787500	4	53	388	25992	257	441
        20	0.4788000	4	29	374	25901	255	403
        21	0.4788600	4	28	361	26318	219	389
        22	0.4789000	4	22	321	26075	208	343
        23	0.4789500	4	52	371	25878	206	423
        24	0.4790000	4	75	409	26225	260	484
        25	0.4790500	4	53	373	25904	225	426
        26	0.4790900	4	38	419	25985	251	457
        27	0.4791500	4	64	421	25932	282	485
        28	0.4792000	4	67	460	26154	283	527
        29	0.4792600	4	122	541	25984	366	663
        30	0.4793100	4	113	720	26043	394	833
        31	0.4793500	4	127	947	26238	534	1074
        32	0.4794100	4	158	1254	26018	679	1412
        33	0.4794500	4	162	1637	25938	735	1799
        34	0.4795000	4	258	1922	26132	773	2180
        35	0.4795600	4	202	2211	25965	808	2413
        36	0.4796000	4	274	2409	25864	885	2683
        37	0.4796600	4	273	2426	25897	815	2699
        38	0.4797000	4	267	2096	25854	813	2363
        39	0.4797600	4	298	1618	26166	729	1916
        40	0.4798000	4	276	1316	25881	707	1592
        41	0.4798500	4	241	1023	25888	574	1264
        42	0.4799000	4	160	720	26127	443	880
        43	0.4799500	4	136	567	26082	386	703
        44	0.4800100	4	92	462	26177	294	554
        45	0.4800600	4	70	367	26229	278	437
        46	0.4801000	4	51	343	26195	205	394
        47	0.4801600	4	32	229	26107	188	261
        48	0.4802100	4	21	246	26094	162	267
*stopped by user: 25/10/2023 17:57:34
