*Begin rocking: 26/10/2023 08:59:20
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4770000	15	11	340	94713	224	351
         1	0.4770500	15	12	380	95267	231	392
         2	0.4771000	15	18	404	95399	256	422
         3	0.4771600	15	20	435	95173	237	455
         4	0.4772000	15	12	527	95490	318	539
         5	0.4772500	15	27	578	95039	338	605
         6	0.4773000	15	32	648	94810	402	680
         7	0.4773600	15	54	744	95196	432	798
         8	0.4774100	15	59	832	94877	556	891
         9	0.4774500	15	90	961	94827	585	1051
        10	0.4775100	15	140	1081	94848	711	1221
        11	0.4775500	15	150	1334	95533	859	1484
        12	0.4776000	15	239	1665	95056	1105	1904
        13	0.4776500	15	287	2063	95400	1336	2350
        14	0.4777000	15	310	2586	95104	1588	2896
        15	0.4777500	15	405	3884	95259	1996	4289
        16	0.4778100	15	404	4800	95102	2458	5204
        17	0.4778600	15	734	6273	95143	2677	7007
        18	0.4779000	15	814	7534	95312	2972	8348
        19	0.4779600	15	1052	8516	95221	3237	9568
        20	0.4780000	15	1211	8677	95126	3317	9888
        21	0.4780400	15	1438	8409	95534	3293	9847
        22	0.4781000	15	1523	7219	94684	3088	8742
        23	0.4781600	15	1584	5772	94828	2826	7356
        24	0.4782000	15	1457	4336	94994	2552	5793
        25	0.4782500	15	1251	3287	95397	2243	4538
        26	0.4783100	15	1000	2439	95111	1880	3439
        27	0.4783500	15	845	2147	96072	1557	2992
        28	0.4784100	15	565	2083	95602	1364	2648
        29	0.4784500	15	362	1795	95281	1122	2157
        30	0.4785100	15	188	1468	95348	985	1656
        31	0.4785500	15	132	1333	94893	880	1465
        32	0.4786100	15	91	1323	95174	772	1414
        33	0.4786600	15	109	1333	95048	873	1442
        34	0.4786900	15	161	1443	95378	807	1604
        35	0.4787500	15	184	1691	95284	890	1875
        36	0.4788000	15	147	1532	95462	912	1679
        37	0.4788400	15	143	1455	95658	922	1598
        38	0.4789000	15	175	1626	95685	1007	1801
        39	0.4789500	15	228	1752	95233	1137	1980
        40	0.4790000	15	289	2177	95408	1291	2466
        41	0.4790400	15	341	2813	95427	1714	3154
        42	0.4791100	15	423	3705	95331	1959	4128
        43	0.4791500	15	585	4811	94955	2391	5396
        44	0.4792000	15	658	6049	95259	2678	6707
        45	0.4792600	15	795	7369	95596	2892	8164
        46	0.4793000	15	867	8419	95523	3086	9286
        47	0.4793700	15	1058	8833	95049	3387	9891
        48	0.4794100	15	1362	8333	95881	3200	9695
*end: 26/10/2023 09:13:08
