*Begin rocking: 03/11/2023 23:16:49
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4776100	5	407	1210	32788	1020	1617
         1	0.4776600	5	350	1176	32531	877	1526
         2	0.4777100	5	253	1215	32839	607	1468
         3	0.4777600	5	177	880	33174	429	1057
         4	0.4778100	5	107	837	33214	255	944
         5	0.4778600	5	59	765	32947	120	824
         6	0.4779000	5	53	690	33273	103	743
         7	0.4779600	5	33	649	32938	64	682
         8	0.4780100	5	24	553	33157	44	577
         9	0.4780600	5	7	415	32967	15	422
*stopped by user: 03/11/2023 23:17:57
