*Begin rocking: 18/11/2023 20:09:21
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4770400	5	3	0	33213	5	3
         1	0.4770600	5	0	1	33625	6	1
         2	0.4771000	5	1	1	33485	5	2
         3	0.4771500	5	2	0	33200	7	2
         4	0.4771900	5	1	1	33479	8	2
         5	0.4772500	5	2	1	33679	7	3
         6	0.4773100	5	1	2	33605	11	3
         7	0.4773500	5	4	3	33173	13	7
         8	0.4774000	5	3	3	33436	5	6
         9	0.4774600	5	0	1	33463	8	1
        10	0.4775000	5	5	1	33421	9	6
        11	0.4775500	5	5	5	33524	12	10
        12	0.4776100	5	1	2	33357	12	3
        13	0.4776600	5	3	7	32488	15	10
        14	0.4777000	5	13	2	33435	15	15
        15	0.4777500	5	17	6	33476	24	23
        16	0.4778000	5	31	20	33416	29	51
        17	0.4778600	5	46	38	33301	71	84
        18	0.4779000	5	78	100	33685	116	178
        19	0.4779500	5	128	284	33146	187	412
        20	0.4780100	5	182	705	33650	289	887
        21	0.4780500	5	235	1495	33515	391	1730
        22	0.4781000	5	282	2205	33590	504	2487
        23	0.4781500	5	276	2592	33448	631	2868
        24	0.4781900	5	261	2565	33462	642	2826
        25	0.4782500	5	269	2390	33694	558	2659
        26	0.4783100	5	225	2035	33301	520	2260
        27	0.4783500	5	196	1392	33584	399	1588
        28	0.4784000	5	158	618	33209	267	776
        29	0.4784500	5	118	305	33291	212	423
        30	0.4785000	5	68	97	33347	122	165
        31	0.4785500	5	39	23	33280	61	62
*stopped by user: 18/11/2023 20:12:55
