*Begin rocking: 25/10/2023 17:47:34
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4778100	4	47	312	25747	212	359
         1	0.4778400	4	64	377	25841	256	441
         2	0.4779000	4	109	465	25741	324	574
         3	0.4779500	4	124	618	26013	392	742
         4	0.4779900	4	148	822	25894	450	970
         5	0.4780600	4	179	1176	25947	597	1355
         6	0.4781000	4	168	1514	25876	717	1682
         7	0.4781500	4	211	1925	26076	756	2136
         8	0.4782000	4	224	2158	26135	847	2382
         9	0.4782500	4	165	2330	26016	863	2495
        10	0.4783000	4	223	2318	26028	871	2541
        11	0.4783400	4	201	2200	26197	792	2401
        12	0.4784100	4	264	1801	26056	765	2065
        13	0.4784500	4	208	1472	25984	665	1680
        14	0.4785000	4	214	1085	25900	618	1299
        15	0.4785600	4	234	729	26141	473	963
        16	0.4786100	4	169	611	26048	419	780
        17	0.4786500	4	209	581	26033	382	790
        18	0.4787000	4	129	514	25990	310	643
        19	0.4787500	4	64	430	26145	285	494
        20	0.4788000	4	36	369	26298	236	405
        21	0.4788500	4	29	362	25982	230	391
        22	0.4789000	4	31	354	26142	212	385
        23	0.4789600	4	68	391	26314	215	459
        24	0.4790000	4	104	401	26046	234	505
        25	0.4790600	4	65	397	25965	234	462
        26	0.4791000	4	46	398	25889	258	444
        27	0.4791500	4	52	402	25986	307	454
        28	0.4792100	4	95	441	26042	297	536
        29	0.4792500	4	121	551	26214	357	672
        30	0.4793100	4	138	732	25856	453	870
        31	0.4793500	4	179	937	26200	511	1116
        32	0.4794000	4	177	1295	26074	647	1472
        33	0.4794600	4	200	1616	25709	656	1816
        34	0.4795100	4	252	2005	25956	752	2257
        35	0.4795600	4	204	2245	26145	765	2449
        36	0.4796000	4	233	2313	26203	836	2546
        37	0.4796500	4	267	2251	25971	802	2518
        38	0.4797000	4	230	1990	25867	787	2220
        39	0.4797600	4	220	1600	26083	751	1820
        40	0.4798100	4	217	1274	25937	683	1491
        41	0.4798500	4	172	926	26114	602	1098
        42	0.4799100	4	130	741	25788	501	871
        43	0.4799600	4	104	543	26016	359	647
        44	0.4800100	4	92	504	26010	292	596
        45	0.4800600	4	81	396	25975	252	477
        46	0.4801000	4	52	292	25756	211	344
        47	0.4801400	4	38	244	25803	181	282
*stopped by user: 25/10/2023 17:52:12
