*Begin rocking: 25/10/2023 17:58:31
*Points: 0
*
*notes: 
*Rho-Axis: 2.360
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.4778100	4	39	322	25810	210	361
         1	0.4778500	4	52	360	25958	257	412
         2	0.4779000	4	74	423	26041	298	497
         3	0.4779500	4	95	620	26040	386	715
         4	0.4780000	4	124	768	26345	471	892
         5	0.4780500	4	145	1016	26033	568	1161
         6	0.4781000	4	144	1440	26148	702	1584
         7	0.4781500	4	175	1892	26260	769	2067
         8	0.4782100	4	193	2179	25960	814	2372
         9	0.4782400	4	231	2356	25870	874	2587
        10	0.4783000	4	285	2371	26047	864	2656
        11	0.4783600	4	316	2056	25757	796	2372
        12	0.4784000	4	318	1845	25848	786	2163
        13	0.4784500	4	307	1476	25989	777	1783
        14	0.4785000	4	325	1098	25834	684	1423
        15	0.4785500	4	261	817	25897	565	1078
        16	0.4786000	4	203	632	26153	472	835
        17	0.4786500	4	192	595	26211	395	787
        18	0.4787100	4	89	511	25962	321	600
        19	0.4787600	4	68	419	26088	308	487
        20	0.4788100	4	43	372	26030	242	415
        21	0.4788400	4	30	349	26148	218	379
        22	0.4789100	4	36	385	25870	255	421
        23	0.4789600	4	72	395	26045	241	467
        24	0.4790000	4	76	432	25966	225	508
        25	0.4790500	4	45	416	26239	237	461
        26	0.4791100	4	41	432	25922	298	473
        27	0.4791500	4	66	426	25813	272	492
        28	0.4792100	4	84	530	26068	341	614
        29	0.4792500	4	93	610	25864	381	703
        30	0.4793000	4	135	759	26135	433	894
        31	0.4793500	4	146	952	26179	578	1098
        32	0.4794100	4	193	1388	25947	689	1581
        33	0.4794600	4	281	1779	26212	787	2060
        34	0.4795000	4	212	2163	26039	799	2375
        35	0.4795600	4	257	2265	25943	781	2522
        36	0.4796000	4	290	2353	26319	895	2643
        37	0.4796600	4	328	2086	26148	837	2414
        38	0.4797100	4	311	1903	26073	826	2214
        39	0.4797500	4	306	1581	26144	728	1887
        40	0.4797900	4	254	1091	25979	637	1345
        41	0.4798500	4	224	777	26042	566	1001
        42	0.4799100	4	162	591	25975	474	753
        43	0.4799600	4	135	461	26148	394	596
        44	0.4800000	4	93	429	26004	299	522
        45	0.4800500	4	66	319	26036	266	385
        46	0.4801100	4	51	306	25985	195	357
*stopped by user: 25/10/2023 18:03:01
